,published_yoy_frozen,published_yoy_live,reconstructed_m1,reconstructed_m2,residual_m1,residual_m2
2023-04-19,3.986791,3.731362,3.998475571962883,3.9867910911176363,0.01168457196288264,9.1117636102922e-08
2023-04-20,3.950164,3.67538,3.9606065931541474,3.950163359435477,0.010442593154147417,-6.405645232021584e-07
2023-04-21,3.920486,3.645561,3.9312942078143287,3.920485645272853,0.010808207814328785,-3.5472714676743067e-07
2023-04-22,3.957804,3.683198,3.970889192026255,3.957804248943675,0.013085192026255132,2.489436750074958e-07
2023-04-23,3.956137,3.681206,3.9675242355701204,3.9561370448677913,0.011387235570120335,4.4867791260116974e-08
2023-04-24,3.945624,3.670681,3.956945864097802,3.9456238610521943,0.011321864097801893,-1.3894780570566923e-07
2023-04-25,3.957545,3.682578,3.9711566118026305,3.9575448292739956,0.013611611802630375,-1.707260044447878e-07
2023-04-26,3.936587,3.661709,3.9501210227352943,3.9365871822380605,0.01353402273529447,1.8223806064199266e-07
2023-04-27,3.911032,3.636028,3.9237443487124026,3.9110313655038365,0.012712348712402566,-6.344961636095547e-07
2023-04-28,3.907548,3.632377,3.921282844831024,3.9075482068279266,0.013734844831024162,2.0682792678528017e-07
2023-04-29,3.881661,3.606064,3.8976041336817873,3.881660928580488,0.015943133681787458,-7.141951163802673e-08
2023-04-30,3.808613,3.531063,3.8188291465058644,3.8086128999309743,0.010216146505864554,-1.0006902551040753e-07
2023-05-01,2.981714,2.94296,3.0182790180529753,2.981713430115751,0.03656501805297507,-5.698842491241862e-07
2023-05-02,2.985197,2.946505,3.0246100924572956,2.985196643420651,0.03941309245729574,-3.565793487148028e-07
2023-05-03,3.000256,2.961739,3.0406466124743274,3.000256202789675,0.040390612474327625,2.0278967527431746e-07
2023-05-04,2.976626,2.925544,3.0156912884136586,2.976626299599161,0.03906528841365864,2.99599161035502e-07
2023-05-05,2.993604,2.942463,3.0344746378748058,2.9936039367110867,0.040870637874805826,-6.328891322127106e-08
2023-05-06,2.994736,2.944371,3.03544391281964,2.994736263403519,0.040707912819640146,2.634035189963413e-07
2023-05-07,2.897632,2.84405,2.938905727750661,2.8976323315600183,0.04127372775066096,3.31560018107524e-07
2023-05-08,2.867468,2.813704,2.909957849083134,2.867467452668593,0.0424898490831338,-5.473314073078939e-07
2023-05-09,2.855315,2.801509,2.902647023923849,2.855314799391806,0.047332023923849054,-2.006081940564286e-07
2023-05-10,2.834937,2.781097,2.8845757219373307,2.8349365633837165,0.049638721937330654,-4.3661628357227755e-07
2023-05-11,2.78234,2.720283,2.829079220417329,2.782339846755044,0.04673922041732892,-1.532449558361293e-07
2023-05-12,2.781669,2.719412,2.8283576023586243,2.78166945767111,0.046688602358624376,4.5767110989913817e-07
2023-05-13,2.767236,2.706374,2.8173898968074447,2.7672355613437727,0.05015389680744464,-4.3865622734173826e-07
2023-05-14,2.732592,2.671896,2.7863865908028917,2.7325926633150255,0.05379459080289184,6.633150255730413e-07
2023-05-15,2.734419,2.673768,2.790456823215032,2.7344191542435503,0.056037823215032034,1.542435503765205e-07
2023-05-16,2.613056,2.551818,2.6713255614883615,2.6130565911421266,0.05826956148836171,5.911421268045558e-07
2023-05-17,2.527037,2.465382,2.5874761545446234,2.527037072906113,0.06043915454462345,7.29061131465869e-08
2023-05-18,2.599523,2.492119,2.655419928700248,2.5995228380673696,0.05589692870024798,-1.6193263041586192e-07
2023-05-19,2.596998,2.4895,2.652739357441005,2.5969983288734344,0.05574135744100506,3.288734342632438e-07
2023-05-20,2.59288,2.483247,2.6485600907014026,2.5928798097298644,0.05568009070140256,-1.9027013564709705e-07
2023-05-21,2.620894,2.513666,2.6753141952503103,2.6208936843625352,0.0544201952503105,-3.156374646096083e-07
2023-05-22,2.637838,2.530595,2.692135349573229,2.6378378170341055,0.05429734957322907,-1.8296589443522748e-07
2023-05-23,2.597911,2.490422,2.6541904813485204,2.597911607255865,0.056279481348520566,6.072558651482041e-07
2023-05-24,2.613475,2.506021,2.6699309719827666,2.613474714093589,0.05645597198276642,-2.8590641143466655e-07
2023-05-25,2.674431,2.525614,2.7229822580315277,2.6744310724317266,0.04855125803152793,7.243172683857324e-08
2023-05-26,2.663489,2.514468,2.7109527849384794,2.663489378852568,0.04746378493847914,3.788525679837562e-07
2023-05-27,2.592699,2.442321,2.6358366399609885,2.592698494531165,0.043137639960988405,-5.054688352323922e-07
2023-05-28,2.572841,2.421594,2.6168300370296413,2.572841273907245,0.04398903702964141,2.739072448854074e-07
2023-05-29,2.577525,2.426214,2.621485717048846,2.5775252070471044,0.043960717048845854,2.070471043502664e-07
2023-05-30,2.522804,2.371161,2.566654338855301,2.52280376387517,0.043850338855301096,-2.361248299109775e-07
2023-05-31,2.576366,2.42502,2.6234584640163012,2.57636660223004,0.04709246401630107,6.02230040058771e-07
2023-06-01,1.937462,1.92904,1.978361821901203,1.937462144343871,0.04089982190120289,1.4434387107797875e-07
2023-06-02,1.920103,1.911458,1.9637994091945956,1.9201020672602098,0.04369640919459572,-9.327397900715795e-07
2023-06-03,1.909618,1.900439,1.95935318371167,1.9096183197006011,0.04973518371166996,3.1970060110353415e-07
2023-06-04,1.8753,1.866158,1.9267538464397589,1.8752999768619993,0.05145384643975892,-2.3138000626587996e-08
2023-06-05,1.849129,1.839686,1.9027467299939869,1.8491290053458398,0.05361772999398684,5.3458397708539e-09
2023-06-06,1.77326,1.763259,1.834775813131466,1.7732590232105494,0.061515813131465924,-9.767894506573782e-07
2023-06-07,1.745237,1.735113,1.811143544634369,1.7452371518788423,0.06590654463436918,1.518788423915396e-07
2023-06-08,1.760379,1.765884,1.8290558086367243,1.7603786100999441,0.06867680863672443,-3.899000557971988e-07
2023-06-09,1.756372,1.761609,1.8244738441891846,1.7563722576906526,0.06810184418918452,2.57690652594178e-07
2023-06-10,1.763656,1.77067,1.828776784948274,1.7636559471828406,0.065120784948274,-5.281715931282349e-08
2023-06-11,1.782527,1.789766,1.853485653296676,1.7825265480744479,0.07095865329667594,-4.519255520918364e-07
2023-06-12,1.792673,1.799835,1.8620242972401468,1.792672294477593,0.06935129724014688,-7.055224069407728e-07
2023-06-13,1.796927,1.804045,1.8725753550991124,1.7969271811749898,0.0756483550991125,1.8117498989944636e-07
2023-06-14,1.807837,1.815064,1.8830928649007312,1.8078374550124066,0.07525586490073133,4.5501240664158615e-07
2023-06-15,1.864413,1.88528,1.9409316225751987,1.8644129485175576,0.07651862257519859,-5.148244253128098e-08
2023-06-16,1.884925,1.905734,1.9611178370891422,1.8849246493529037,0.07619283708914226,-3.5064709624776924e-07
2023-06-17,1.927847,1.949528,2.002869959229003,1.9278472941641978,0.07502295922900282,2.941641976672571e-07
2023-06-18,1.884824,1.904299,1.9509910568184394,1.884824025998122,0.06616705681843937,2.599812187753514e-08
2023-06-19,1.88825,1.907672,1.9536743881956389,1.888249583503332,0.0654243881956389,-4.1649666804310925e-07
2023-06-20,1.887538,1.906867,1.9508176135634536,1.8875376736536387,0.06327961356345368,-3.2634636126793737e-07
2023-06-21,1.930914,1.950552,1.9952653715452575,1.9309142053021366,0.0643513715452575,2.0530213662439678e-07
2023-06-22,1.918727,1.935956,1.9823716472933726,1.9187269816357544,0.06364464729337249,-1.836424567969175e-08
2023-06-23,1.958225,1.975546,2.02307628648271,1.958224680660603,0.06485128648270999,-3.193393971478997e-07
2023-06-24,1.962021,1.978283,2.028566444078133,1.9620206177692001,0.06654544407813301,-3.8223079990018505e-07
2023-06-25,1.961504,1.979214,2.029227487559618,1.9615031967464835,0.06772348755961821,-8.032535163682297e-07
2023-06-26,1.970498,1.988206,2.0395666219298096,1.9704980698254548,0.06906862192980956,6.982545475153756e-08
2023-06-27,1.967662,1.985272,2.033561977186507,1.967661184461389,0.06589997718650698,-8.155386110875185e-07
2023-06-28,1.897022,1.914132,1.961366392942669,1.8970211679750104,0.06434439294266903,-8.320249895721332e-07
2023-06-29,1.859263,1.88497,1.9237149327317267,1.8592632946106136,0.06445193273172656,2.9461061346047757e-07
2023-06-30,1.917308,1.943278,1.9840384813030223,1.9173077155394624,0.06673048130302228,-2.8446053756958634e-07
2023-07-01,1.68964,1.930994,1.7907744869541289,1.6896400427274694,0.10113448695412885,4.2727469340420043e-08
2023-07-02,1.72802,1.968292,1.8304507837265271,1.7280195001687204,0.10243078372652725,-4.998312794768367e-07
2023-07-03,1.738069,1.978348,1.8410803668108537,1.738069014527599,0.10301136681085366,1.4527598901636907e-08
2023-07-04,1.764453,2.004964,1.8646546082758269,1.764452879796341,0.1002016082758268,-1.2020365902642993e-07
2023-07-05,1.846663,2.088054,1.9494426653483785,1.8466629500965892,0.10277966534837857,-4.990341073707327e-08
2023-07-06,1.830576,2.066219,1.9296452234353765,1.8305759503931318,0.0990692234353765,-4.960686816879445e-08
2023-07-07,1.805571,2.04085,1.9001980946055381,1.8055716336863536,0.09462709460553809,6.336863536127169e-07
2023-07-08,1.830732,2.065801,1.923777189386242,1.8307323014325139,0.09304518938624207,3.0143251383840663e-07
2023-07-09,1.826558,2.060529,1.920060540123185,1.8265586050951965,0.09350254012318504,6.05095196615224e-07
2023-07-10,1.852489,2.086707,1.9458144107394642,1.8524888209637158,0.0933254107394641,-1.7903628424242868e-07
2023-07-11,1.902128,2.136845,1.9925824453183458,1.9021279676405545,0.09045444531834579,-3.235944556756465e-08
2023-07-12,1.95508,2.19046,2.04655071802269,1.9550804175900272,0.09147071802269013,4.1759002722407956e-07
2023-07-13,2.033232,2.236974,2.1190191808967445,2.033231862739293,0.08578718089674453,-1.3726070680064595e-07
2023-07-14,2.110085,2.314519,2.1968677832216432,2.110085074261625,0.08678278322164301,7.426162484946985e-08
2023-07-15,2.155542,2.362879,2.238895897288807,2.1555422384381684,0.08335389728880704,2.384381683206982e-07
2023-07-16,2.097933,2.301734,2.177824653416426,2.0979328800757147,0.07989165341642623,-1.1992428516904852e-07
2023-07-17,2.077209,2.28076,2.155094071345302,2.077208728518065,0.07788507134530231,-2.7148193471049353e-07
2023-07-18,2.086925,2.290474,2.1587152275873054,2.0869257421349374,0.07179022758730547,7.421349375036357e-07
2023-07-19,2.148539,2.352674,2.2221038120192382,2.1485387333076478,0.07356481201923826,-2.666923522021136e-07
2023-07-20,2.119993,2.387313,2.203161763824036,2.1199937311741746,0.08316876382403615,7.311741745397171e-07
2023-07-21,2.165347,2.433073,2.2496092396556207,2.1653469877008558,0.08426223965562052,-1.2299144369620763e-08
2023-07-22,2.201996,2.468673,2.285567360258853,2.2019961346672945,0.08357136025885303,1.346672946489491e-07
2023-07-23,2.147336,2.416462,2.2235789367632908,2.14733707567738,0.07624293676329064,1.0756773800579822e-06
2023-07-24,2.239631,2.509556,2.317675577969869,2.239630882123822,0.07804457796986863,-1.1787617815173235e-07
2023-07-25,2.289806,2.560192,2.3614741234988017,2.289805558943181,0.0716681234988017,-4.4105681906714267e-07
2023-07-26,2.2551,2.525083,2.3226455024644106,2.2551003184388962,0.06754550246441049,3.1843889614080467e-07
2023-07-27,2.227767,2.490666,2.2929188609762967,2.2277673067420345,0.06515186097629666,3.0674203443936676e-07
2023-07-28,2.186188,2.448513,2.2475753075570237,2.186188218381724,0.06138730755702371,2.1838172381549725e-07
2023-07-29,2.179191,2.441452,2.2407129827151753,2.1791904534312456,0.061521982715175394,-5.465687542560715e-07
2023-07-30,2.148425,2.410001,2.2078856811204974,2.148424859276621,0.059460681120497405,-1.407233791717033e-07
2023-07-31,2.209099,2.471254,2.2661265615950064,2.209099387766189,0.057027561595006215,3.877661889362116e-07
2023-08-01,2.50567,2.525644,2.4931754547182043,2.505670741673738,-0.0124945452817955,7.416737379806193e-07
2023-08-02,2.515296,2.535342,2.5033372756288133,2.5152957294846123,-0.011958724371186946,-2.7051538786793117e-07
2023-08-03,2.511507,2.534762,2.498633634569254,2.511506572581901,-0.01287336543074602,-4.274180991359344e-07
2023-08-04,2.482924,2.505906,2.4678943482309523,2.4829244551624496,-0.015029651769047803,4.5516244950860596e-07
2023-08-05,2.534672,2.557512,2.5195411657867846,2.534671905125707,-0.015130834213215483,-9.487429286636484e-08
2023-08-06,2.508326,2.530586,2.488865308890096,2.5083260030332566,-0.019460691109904005,3.0332567568791546e-09
2023-08-07,2.545377,2.567882,2.5256043677190485,2.545377726548681,-0.019772632280951274,7.2654868121802e-07
2023-08-08,2.559972,2.582592,2.537513202062262,2.5599727940201156,-0.022458797937737973,7.940201154355009e-07
2023-08-09,2.527763,2.550196,2.504170197927372,2.5277632678716078,-0.02359280207262815,2.6787160756214234e-07
2023-08-10,2.568197,2.537435,2.535541127781404,2.5681974409714536,-0.032655872218596116,4.4097145357469003e-07
2023-08-11,2.551375,2.520416,2.5172204598678176,2.551375254869348,-0.034154540132182554,2.548693478487962e-07
2023-08-12,2.544224,2.513951,2.510643023665177,2.544223563019399,-0.03358097633482293,-4.3698060103736225e-07
2023-08-13,2.484995,2.452762,2.4451294581467313,2.484994328699841,-0.03986554185326874,-6.713001590163969e-07
2023-08-14,2.492522,2.460332,2.4521503553173307,2.492522738418601,-0.040371644682669405,7.384186009318228e-07
2023-08-15,2.533073,2.50113,2.4910943095165794,2.533072828404892,-0.04197869048342051,-1.7159510790065724e-07
2023-08-16,2.60862,2.577265,2.5673072037800377,2.608619769368725,-0.04131279621996242,-2.3063127496669722e-07
2023-08-17,2.65413,2.567337,2.604787437865609,2.6541300130916268,-0.04934256213439081,1.3091626893668717e-08
2023-08-18,2.717522,2.631078,2.6689604474186606,2.7175218600922646,-0.04856155258133965,-1.3990773561900482e-07
2023-08-19,2.720409,2.634849,2.673185886017498,2.7204081397659285,-0.047223113982501896,-8.602340715313517e-07
2023-08-20,2.713369,2.626343,2.6663605956190963,2.7133690073352312,-0.04700840438090381,7.3352310892005335e-09
2023-08-21,2.713752,2.626744,2.6665045105859004,2.7137522510540357,-0.04724748941409951,2.510540357825164e-07
2023-08-22,2.676251,2.589046,2.627414604738208,2.6762515328665915,-0.04883639526179229,5.328665912962549e-07
2023-08-23,2.680747,2.593701,2.631944166743088,2.680747455210075,-0.04880283325691215,4.552100749677379e-07
2023-08-24,2.622296,2.59169,2.5815430039975196,2.622295847485745,-0.04075299600248039,-1.5251425500295568e-07
2023-08-25,2.648259,2.617711,2.6079647076432466,2.648259107895279,-0.0402942923567533,1.0789527893351192e-07
2023-08-26,2.606373,2.575932,2.5633712507209627,2.6063736528594728,-0.04300174927903733,6.528594727051029e-07
2023-08-27,2.609541,2.580939,2.565683067145186,2.6095410365415184,-0.04385793285481432,3.6541518255717165e-08
2023-08-28,2.623538,2.595059,2.5806632176539943,2.6235382307393973,-0.04287478234600561,2.3073939736661941e-07
2023-08-29,2.615812,2.58735,2.571854472690315,2.6158120459054413,-0.04395752730968505,4.590544122606843e-08
2023-08-30,2.638298,2.610108,2.5947305730966344,2.6382978520764766,-0.04356742690336546,-1.4792352320824875e-07
2023-08-31,2.599403,2.612234,2.5614452845382054,2.59940307614952,-0.03795771546179472,7.614952002299447e-08
2023-09-01,2.688093,2.746883,2.655874331570044,2.6880928250090808,-0.03221866842995569,-1.7499091908845799e-07
2023-09-02,2.645216,2.703355,2.6104777504281724,2.6452169058813535,-0.034738249571827584,9.058813534856824e-07
2023-09-03,2.65577,2.713755,2.621018374331697,2.655770791666834,-0.03475162566830292,7.916668338658894e-07
2023-09-04,2.672926,2.731074,2.6385130734517825,2.6729267051779138,-0.03441292654821737,7.051779138400605e-07
2023-09-05,2.721773,2.780319,2.6876145486758163,2.7217731143187374,-0.034158451324183936,1.1431873714329299e-07
2023-09-06,2.711034,2.769582,2.6767562348898246,2.711034180121885,-0.03427776511017555,1.801218849628583e-07
2023-09-07,2.739813,2.776361,2.702013716556863,2.7398129920111147,-0.037799283443136655,-7.988885109000421e-09
