source,source_url,provider,model_id,model_name,token_type,price_usd_per_1m,raw_price,raw_unit,price_dimension,from_date,to_date,history_quality,canonical_provider,canonical_model_id,model_company,model_family,official_pricing_url,is_multimodal_text_output,is_core_model,core_exclusion_reason,canonical_series_id,snapshot_date,source_updated_at,pricing_plan,mode,context_length,tokenizer,notes,is_positive_price,series_id
simon_llm_prices,https://www.llm-prices.com/current-v1.json,anthropic,claude-3-haiku,Claude 3 Haiku,input,0.25,0.25,usd_per_1m_tokens,input,,,current_snapshot,anthropic,claude-3-haiku,Anthropic,Claude 3,https://docs.anthropic.com/en/docs/about-claude/pricing,False,True,,anthropic|claude-3-haiku|input,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|anthropic|claude-3-haiku|input|input
simon_llm_prices,https://www.llm-prices.com/current-v1.json,anthropic,claude-3-haiku,Claude 3 Haiku,output,1.25,1.25,usd_per_1m_tokens,output,,,current_snapshot,anthropic,claude-3-haiku,Anthropic,Claude 3,https://docs.anthropic.com/en/docs/about-claude/pricing,False,True,,anthropic|claude-3-haiku|output,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|anthropic|claude-3-haiku|output|output
simon_llm_prices,https://www.llm-prices.com/current-v1.json,anthropic,claude-3-opus,Claude 3 Opus,input,15.0,15,usd_per_1m_tokens,input,,,current_snapshot,anthropic,claude-3-opus,Anthropic,Claude 3,https://docs.anthropic.com/en/docs/about-claude/pricing,False,True,,anthropic|claude-3-opus|input,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|anthropic|claude-3-opus|input|input
simon_llm_prices,https://www.llm-prices.com/current-v1.json,anthropic,claude-3-opus,Claude 3 Opus,output,75.0,75,usd_per_1m_tokens,output,,,current_snapshot,anthropic,claude-3-opus,Anthropic,Claude 3,https://docs.anthropic.com/en/docs/about-claude/pricing,False,True,,anthropic|claude-3-opus|output,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|anthropic|claude-3-opus|output|output
simon_llm_prices,https://www.llm-prices.com/current-v1.json,anthropic,claude-3.5-haiku,Claude 3.5 Haiku,input,0.8,0.8,usd_per_1m_tokens,input,,,current_snapshot,anthropic,claude-3.5-haiku,Anthropic,Claude 3.5,https://docs.anthropic.com/en/docs/about-claude/pricing,False,True,,anthropic|claude-3.5-haiku|input,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|anthropic|claude-3.5-haiku|input|input
simon_llm_prices,https://www.llm-prices.com/current-v1.json,anthropic,claude-3.5-haiku,Claude 3.5 Haiku,output,4.0,4,usd_per_1m_tokens,output,,,current_snapshot,anthropic,claude-3.5-haiku,Anthropic,Claude 3.5,https://docs.anthropic.com/en/docs/about-claude/pricing,False,True,,anthropic|claude-3.5-haiku|output,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|anthropic|claude-3.5-haiku|output|output
simon_llm_prices,https://www.llm-prices.com/current-v1.json,anthropic,claude-3.5-sonnet,Claude 3.5 Sonnet,input,3.0,3,usd_per_1m_tokens,input,,,current_snapshot,anthropic,claude-3.5-sonnet,Anthropic,Claude 3.5,https://docs.anthropic.com/en/docs/about-claude/pricing,False,True,,anthropic|claude-3.5-sonnet|input,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|anthropic|claude-3.5-sonnet|input|input
simon_llm_prices,https://www.llm-prices.com/current-v1.json,anthropic,claude-3.5-sonnet,Claude 3.5 Sonnet,output,15.0,15,usd_per_1m_tokens,output,,,current_snapshot,anthropic,claude-3.5-sonnet,Anthropic,Claude 3.5,https://docs.anthropic.com/en/docs/about-claude/pricing,False,True,,anthropic|claude-3.5-sonnet|output,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|anthropic|claude-3.5-sonnet|output|output
simon_llm_prices,https://www.llm-prices.com/current-v1.json,anthropic,claude-3.7-sonnet,Claude 3.7 Sonnet,input,3.0,3,usd_per_1m_tokens,input,,,current_snapshot,anthropic,claude-3.7-sonnet,Anthropic,Claude 3.7,https://docs.anthropic.com/en/docs/about-claude/pricing,False,True,,anthropic|claude-3.7-sonnet|input,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|anthropic|claude-3.7-sonnet|input|input
simon_llm_prices,https://www.llm-prices.com/current-v1.json,anthropic,claude-3.7-sonnet,Claude 3.7 Sonnet,output,15.0,15,usd_per_1m_tokens,output,,,current_snapshot,anthropic,claude-3.7-sonnet,Anthropic,Claude 3.7,https://docs.anthropic.com/en/docs/about-claude/pricing,False,True,,anthropic|claude-3.7-sonnet|output,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|anthropic|claude-3.7-sonnet|output|output
simon_llm_prices,https://www.llm-prices.com/current-v1.json,anthropic,claude-4.5-haiku,Claude 4.5 Haiku,input,1.0,1,usd_per_1m_tokens,input,,,current_snapshot,anthropic,claude-4.5-haiku,Anthropic,Claude 4,https://docs.anthropic.com/en/docs/about-claude/pricing,False,True,,anthropic|claude-4.5-haiku|input,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|anthropic|claude-4.5-haiku|input|input
simon_llm_prices,https://www.llm-prices.com/current-v1.json,anthropic,claude-4.5-haiku,Claude 4.5 Haiku,output,5.0,5,usd_per_1m_tokens,output,,,current_snapshot,anthropic,claude-4.5-haiku,Anthropic,Claude 4,https://docs.anthropic.com/en/docs/about-claude/pricing,False,True,,anthropic|claude-4.5-haiku|output,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|anthropic|claude-4.5-haiku|output|output
simon_llm_prices,https://www.llm-prices.com/current-v1.json,anthropic,claude-opus-4,Claude Opus 4,input,15.0,15,usd_per_1m_tokens,input,,,current_snapshot,anthropic,claude-opus-4,Anthropic,Claude 4,https://docs.anthropic.com/en/docs/about-claude/pricing,False,True,,anthropic|claude-opus-4|input,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|anthropic|claude-opus-4|input|input
simon_llm_prices,https://www.llm-prices.com/current-v1.json,anthropic,claude-opus-4,Claude Opus 4,output,75.0,75,usd_per_1m_tokens,output,,,current_snapshot,anthropic,claude-opus-4,Anthropic,Claude 4,https://docs.anthropic.com/en/docs/about-claude/pricing,False,True,,anthropic|claude-opus-4|output,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|anthropic|claude-opus-4|output|output
simon_llm_prices,https://www.llm-prices.com/current-v1.json,anthropic,claude-opus-4-1,Claude Opus 4.1,input,15.0,15,usd_per_1m_tokens,input,,,current_snapshot,anthropic,claude-opus-4-1,Anthropic,Claude 4,https://docs.anthropic.com/en/docs/about-claude/pricing,False,True,,anthropic|claude-opus-4-1|input,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|anthropic|claude-opus-4-1|input|input
simon_llm_prices,https://www.llm-prices.com/current-v1.json,anthropic,claude-opus-4-1,Claude Opus 4.1,output,75.0,75,usd_per_1m_tokens,output,,,current_snapshot,anthropic,claude-opus-4-1,Anthropic,Claude 4,https://docs.anthropic.com/en/docs/about-claude/pricing,False,True,,anthropic|claude-opus-4-1|output,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|anthropic|claude-opus-4-1|output|output
simon_llm_prices,https://www.llm-prices.com/current-v1.json,anthropic,claude-opus-4-5,Claude Opus 4.5,input,5.0,5,usd_per_1m_tokens,input,,,current_snapshot,anthropic,claude-opus-4-5,Anthropic,Claude 4,https://docs.anthropic.com/en/docs/about-claude/pricing,False,True,,anthropic|claude-opus-4-5|input,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|anthropic|claude-opus-4-5|input|input
simon_llm_prices,https://www.llm-prices.com/current-v1.json,anthropic,claude-opus-4-5,Claude Opus 4.5,output,25.0,25,usd_per_1m_tokens,output,,,current_snapshot,anthropic,claude-opus-4-5,Anthropic,Claude 4,https://docs.anthropic.com/en/docs/about-claude/pricing,False,True,,anthropic|claude-opus-4-5|output,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|anthropic|claude-opus-4-5|output|output
simon_llm_prices,https://www.llm-prices.com/current-v1.json,anthropic,claude-sonnet-4.5,Claude Sonnet 4 and 4.5 ≤200k,input,3.0,3,usd_per_1m_tokens,input,,,current_snapshot,anthropic,claude-sonnet-4.5,Anthropic,Claude 4,https://docs.anthropic.com/en/docs/about-claude/pricing,False,True,,anthropic|claude-sonnet-4.5|input,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|anthropic|claude-sonnet-4.5|input|input
simon_llm_prices,https://www.llm-prices.com/current-v1.json,anthropic,claude-sonnet-4.5,Claude Sonnet 4 and 4.5 ≤200k,output,15.0,15,usd_per_1m_tokens,output,,,current_snapshot,anthropic,claude-sonnet-4.5,Anthropic,Claude 4,https://docs.anthropic.com/en/docs/about-claude/pricing,False,True,,anthropic|claude-sonnet-4.5|output,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|anthropic|claude-sonnet-4.5|output|output
simon_llm_prices,https://www.llm-prices.com/current-v1.json,anthropic,claude-sonnet-4.5-200k,Claude Sonnet 4 and 4.5 >200k,input,6.0,6,usd_per_1m_tokens,input,,,current_snapshot,anthropic,claude-sonnet-4.5-200k,Anthropic,Claude 4,https://docs.anthropic.com/en/docs/about-claude/pricing,False,True,,anthropic|claude-sonnet-4.5-200k|input,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|anthropic|claude-sonnet-4.5-200k|input|input
simon_llm_prices,https://www.llm-prices.com/current-v1.json,anthropic,claude-sonnet-4.5-200k,Claude Sonnet 4 and 4.5 >200k,output,22.5,22.5,usd_per_1m_tokens,output,,,current_snapshot,anthropic,claude-sonnet-4.5-200k,Anthropic,Claude 4,https://docs.anthropic.com/en/docs/about-claude/pricing,False,True,,anthropic|claude-sonnet-4.5-200k|output,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|anthropic|claude-sonnet-4.5-200k|output|output
simon_llm_prices,https://www.llm-prices.com/current-v1.json,deepseek,deepseek-chat,DeepSeek Chat,input,0.27,0.27,usd_per_1m_tokens,input,,,current_snapshot,deepseek,deepseek-chat,DeepSeek,DeepSeek Chat,https://api-docs.deepseek.com/quick_start/pricing,False,True,,deepseek|deepseek-chat|input,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|deepseek|deepseek-chat|input|input
simon_llm_prices,https://www.llm-prices.com/current-v1.json,deepseek,deepseek-chat,DeepSeek Chat,output,1.1,1.1,usd_per_1m_tokens,output,,,current_snapshot,deepseek,deepseek-chat,DeepSeek,DeepSeek Chat,https://api-docs.deepseek.com/quick_start/pricing,False,True,,deepseek|deepseek-chat|output,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|deepseek|deepseek-chat|output|output
simon_llm_prices,https://www.llm-prices.com/current-v1.json,deepseek,deepseek-reasoner,DeepSeek Reasoner,input,0.55,0.55,usd_per_1m_tokens,input,,,current_snapshot,deepseek,deepseek-reasoner,DeepSeek,Other / Unknown,https://api-docs.deepseek.com/quick_start/pricing,False,True,,deepseek|deepseek-reasoner|input,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|deepseek|deepseek-reasoner|input|input
simon_llm_prices,https://www.llm-prices.com/current-v1.json,deepseek,deepseek-reasoner,DeepSeek Reasoner,output,2.19,2.19,usd_per_1m_tokens,output,,,current_snapshot,deepseek,deepseek-reasoner,DeepSeek,Other / Unknown,https://api-docs.deepseek.com/quick_start/pricing,False,True,,deepseek|deepseek-reasoner|output,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|deepseek|deepseek-reasoner|output|output
simon_llm_prices,https://www.llm-prices.com/current-v1.json,deepseek,deepseek-v4-flash,DeepSeek-V4-Flash,cache_read,0.028,0.028,usd_per_1m_tokens,input_cached,,,current_snapshot,deepseek,deepseek-v4-flash,DeepSeek,Other / Unknown,https://api-docs.deepseek.com/quick_start/pricing,False,True,,deepseek|deepseek-v4-flash|cache_read,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|deepseek|deepseek-v4-flash|input_cached|cache_read
simon_llm_prices,https://www.llm-prices.com/current-v1.json,deepseek,deepseek-v4-flash,DeepSeek-V4-Flash,input,0.14,0.14,usd_per_1m_tokens,input,,,current_snapshot,deepseek,deepseek-v4-flash,DeepSeek,Other / Unknown,https://api-docs.deepseek.com/quick_start/pricing,False,True,,deepseek|deepseek-v4-flash|input,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|deepseek|deepseek-v4-flash|input|input
simon_llm_prices,https://www.llm-prices.com/current-v1.json,deepseek,deepseek-v4-flash,DeepSeek-V4-Flash,output,0.28,0.28,usd_per_1m_tokens,output,,,current_snapshot,deepseek,deepseek-v4-flash,DeepSeek,Other / Unknown,https://api-docs.deepseek.com/quick_start/pricing,False,True,,deepseek|deepseek-v4-flash|output,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|deepseek|deepseek-v4-flash|output|output
simon_llm_prices,https://www.llm-prices.com/current-v1.json,deepseek,deepseek-v4-pro,DeepSeek-V4-Pro,cache_read,0.145,0.145,usd_per_1m_tokens,input_cached,,,current_snapshot,deepseek,deepseek-v4-pro,DeepSeek,Other / Unknown,https://api-docs.deepseek.com/quick_start/pricing,False,True,,deepseek|deepseek-v4-pro|cache_read,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|deepseek|deepseek-v4-pro|input_cached|cache_read
simon_llm_prices,https://www.llm-prices.com/current-v1.json,deepseek,deepseek-v4-pro,DeepSeek-V4-Pro,input,1.74,1.74,usd_per_1m_tokens,input,,,current_snapshot,deepseek,deepseek-v4-pro,DeepSeek,Other / Unknown,https://api-docs.deepseek.com/quick_start/pricing,False,True,,deepseek|deepseek-v4-pro|input,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|deepseek|deepseek-v4-pro|input|input
simon_llm_prices,https://www.llm-prices.com/current-v1.json,deepseek,deepseek-v4-pro,DeepSeek-V4-Pro,output,3.48,3.48,usd_per_1m_tokens,output,,,current_snapshot,deepseek,deepseek-v4-pro,DeepSeek,Other / Unknown,https://api-docs.deepseek.com/quick_start/pricing,False,True,,deepseek|deepseek-v4-pro|output,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|deepseek|deepseek-v4-pro|output|output
simon_llm_prices,https://www.llm-prices.com/current-v1.json,google,gemini-1.5-flash,Gemini 1.5 Flash ≤128k,input,0.075,0.075,usd_per_1m_tokens,input,,,current_snapshot,google,gemini-1.5-flash,Google,Gemini 1,https://ai.google.dev/gemini-api/docs/pricing,False,True,,google|gemini-1.5-flash|input,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|google|gemini-1.5-flash|input|input
simon_llm_prices,https://www.llm-prices.com/current-v1.json,google,gemini-1.5-flash,Gemini 1.5 Flash ≤128k,output,0.3,0.3,usd_per_1m_tokens,output,,,current_snapshot,google,gemini-1.5-flash,Google,Gemini 1,https://ai.google.dev/gemini-api/docs/pricing,False,True,,google|gemini-1.5-flash|output,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|google|gemini-1.5-flash|output|output
simon_llm_prices,https://www.llm-prices.com/current-v1.json,google,gemini-1.5-flash-128k,Gemini 1.5 Flash >128k,input,0.15,0.15,usd_per_1m_tokens,input,,,current_snapshot,google,gemini-1.5-flash-128k,Google,Gemini 1,https://ai.google.dev/gemini-api/docs/pricing,False,True,,google|gemini-1.5-flash-128k|input,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|google|gemini-1.5-flash-128k|input|input
simon_llm_prices,https://www.llm-prices.com/current-v1.json,google,gemini-1.5-flash-128k,Gemini 1.5 Flash >128k,output,0.6,0.6,usd_per_1m_tokens,output,,,current_snapshot,google,gemini-1.5-flash-128k,Google,Gemini 1,https://ai.google.dev/gemini-api/docs/pricing,False,True,,google|gemini-1.5-flash-128k|output,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|google|gemini-1.5-flash-128k|output|output
simon_llm_prices,https://www.llm-prices.com/current-v1.json,google,gemini-1.5-flash-8b,Gemini 1.5 Flash-8B ≤128k,input,0.0375,0.0375,usd_per_1m_tokens,input,,,current_snapshot,google,gemini-1.5-flash-8b,Google,Gemini 1,https://ai.google.dev/gemini-api/docs/pricing,False,True,,google|gemini-1.5-flash-8b|input,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|google|gemini-1.5-flash-8b|input|input
simon_llm_prices,https://www.llm-prices.com/current-v1.json,google,gemini-1.5-flash-8b,Gemini 1.5 Flash-8B ≤128k,output,0.15,0.15,usd_per_1m_tokens,output,,,current_snapshot,google,gemini-1.5-flash-8b,Google,Gemini 1,https://ai.google.dev/gemini-api/docs/pricing,False,True,,google|gemini-1.5-flash-8b|output,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|google|gemini-1.5-flash-8b|output|output
simon_llm_prices,https://www.llm-prices.com/current-v1.json,google,gemini-1.5-flash-8b-128k,Gemini 1.5 Flash-8B >128k,input,0.075,0.075,usd_per_1m_tokens,input,,,current_snapshot,google,gemini-1.5-flash-8b-128k,Google,Gemini 1,https://ai.google.dev/gemini-api/docs/pricing,False,True,,google|gemini-1.5-flash-8b-128k|input,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|google|gemini-1.5-flash-8b-128k|input|input
simon_llm_prices,https://www.llm-prices.com/current-v1.json,google,gemini-1.5-flash-8b-128k,Gemini 1.5 Flash-8B >128k,output,0.3,0.3,usd_per_1m_tokens,output,,,current_snapshot,google,gemini-1.5-flash-8b-128k,Google,Gemini 1,https://ai.google.dev/gemini-api/docs/pricing,False,True,,google|gemini-1.5-flash-8b-128k|output,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|google|gemini-1.5-flash-8b-128k|output|output
simon_llm_prices,https://www.llm-prices.com/current-v1.json,google,gemini-1.5-pro,Gemini 1.5 Pro ≤128k,input,1.25,1.25,usd_per_1m_tokens,input,,,current_snapshot,google,gemini-1.5-pro,Google,Gemini 1,https://ai.google.dev/gemini-api/docs/pricing,False,True,,google|gemini-1.5-pro|input,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|google|gemini-1.5-pro|input|input
simon_llm_prices,https://www.llm-prices.com/current-v1.json,google,gemini-1.5-pro,Gemini 1.5 Pro ≤128k,output,5.0,5,usd_per_1m_tokens,output,,,current_snapshot,google,gemini-1.5-pro,Google,Gemini 1,https://ai.google.dev/gemini-api/docs/pricing,False,True,,google|gemini-1.5-pro|output,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|google|gemini-1.5-pro|output|output
simon_llm_prices,https://www.llm-prices.com/current-v1.json,google,gemini-1.5-pro-128k,Gemini 1.5 Pro >128k,input,2.5,2.5,usd_per_1m_tokens,input,,,current_snapshot,google,gemini-1.5-pro-128k,Google,Gemini 1,https://ai.google.dev/gemini-api/docs/pricing,False,True,,google|gemini-1.5-pro-128k|input,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|google|gemini-1.5-pro-128k|input|input
simon_llm_prices,https://www.llm-prices.com/current-v1.json,google,gemini-1.5-pro-128k,Gemini 1.5 Pro >128k,output,10.0,10,usd_per_1m_tokens,output,,,current_snapshot,google,gemini-1.5-pro-128k,Google,Gemini 1,https://ai.google.dev/gemini-api/docs/pricing,False,True,,google|gemini-1.5-pro-128k|output,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|google|gemini-1.5-pro-128k|output|output
simon_llm_prices,https://www.llm-prices.com/current-v1.json,google,gemini-2.0-flash,Gemini 2.0 Flash,input,0.1,0.1,usd_per_1m_tokens,input,,,current_snapshot,google,gemini-2.0-flash,Google,Gemini 2,https://ai.google.dev/gemini-api/docs/pricing,False,True,,google|gemini-2.0-flash|input,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|google|gemini-2.0-flash|input|input
simon_llm_prices,https://www.llm-prices.com/current-v1.json,google,gemini-2.0-flash,Gemini 2.0 Flash,output,0.4,0.4,usd_per_1m_tokens,output,,,current_snapshot,google,gemini-2.0-flash,Google,Gemini 2,https://ai.google.dev/gemini-api/docs/pricing,False,True,,google|gemini-2.0-flash|output,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|google|gemini-2.0-flash|output|output
simon_llm_prices,https://www.llm-prices.com/current-v1.json,google,gemini-2.0-flash-lite,Gemini 2.0 Flash Lite,input,0.075,0.075,usd_per_1m_tokens,input,,,current_snapshot,google,gemini-2.0-flash-lite,Google,Gemini 2,https://ai.google.dev/gemini-api/docs/pricing,False,True,,google|gemini-2.0-flash-lite|input,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|google|gemini-2.0-flash-lite|input|input
simon_llm_prices,https://www.llm-prices.com/current-v1.json,google,gemini-2.0-flash-lite,Gemini 2.0 Flash Lite,output,0.3,0.3,usd_per_1m_tokens,output,,,current_snapshot,google,gemini-2.0-flash-lite,Google,Gemini 2,https://ai.google.dev/gemini-api/docs/pricing,False,True,,google|gemini-2.0-flash-lite|output,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|google|gemini-2.0-flash-lite|output|output
simon_llm_prices,https://www.llm-prices.com/current-v1.json,google,gemini-2.5-flash,Gemini 2.5 Flash,cache_read,0.03,0.03,usd_per_1m_tokens,input_cached,,,current_snapshot,google,gemini-2.5-flash,Google,Gemini 2.5,https://ai.google.dev/gemini-api/docs/pricing,False,True,,google|gemini-2.5-flash|cache_read,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|google|gemini-2.5-flash|input_cached|cache_read
simon_llm_prices,https://www.llm-prices.com/current-v1.json,google,gemini-2.5-flash,Gemini 2.5 Flash,input,0.3,0.3,usd_per_1m_tokens,input,,,current_snapshot,google,gemini-2.5-flash,Google,Gemini 2.5,https://ai.google.dev/gemini-api/docs/pricing,False,True,,google|gemini-2.5-flash|input,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|google|gemini-2.5-flash|input|input
simon_llm_prices,https://www.llm-prices.com/current-v1.json,google,gemini-2.5-flash,Gemini 2.5 Flash,output,2.5,2.5,usd_per_1m_tokens,output,,,current_snapshot,google,gemini-2.5-flash,Google,Gemini 2.5,https://ai.google.dev/gemini-api/docs/pricing,False,True,,google|gemini-2.5-flash|output,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|google|gemini-2.5-flash|output|output
simon_llm_prices,https://www.llm-prices.com/current-v1.json,google,gemini-2.5-flash-lite,Gemini 2.5 Flash-Lite,cache_read,0.01,0.01,usd_per_1m_tokens,input_cached,,,current_snapshot,google,gemini-2.5-flash-lite,Google,Gemini 2.5,https://ai.google.dev/gemini-api/docs/pricing,False,True,,google|gemini-2.5-flash-lite|cache_read,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|google|gemini-2.5-flash-lite|input_cached|cache_read
simon_llm_prices,https://www.llm-prices.com/current-v1.json,google,gemini-2.5-flash-lite,Gemini 2.5 Flash-Lite,input,0.1,0.1,usd_per_1m_tokens,input,,,current_snapshot,google,gemini-2.5-flash-lite,Google,Gemini 2.5,https://ai.google.dev/gemini-api/docs/pricing,False,True,,google|gemini-2.5-flash-lite|input,2026-06-05,2026-05-19,standard,,,,,True,simon_llm_prices|google|gemini-2.5-flash-lite|input|input
