snapshot_date,source,source_url,source_updated_at,provider,model_id,model_name,token_type,price_usd_per_1m,raw_price,raw_unit,pricing_plan,price_dimension,mode,context_length,tokenizer,notes,series_id,is_positive_price
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,ai21,jamba-1.5-mini,,input,0.19999999999999998,2e-07,usd_per_token,standard,input_cost_per_token,chat,256000.0,,LiteLLM chat/completion/responses modes only.,litellm|ai21|jamba-1.5-mini|input_cost_per_token|input,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,ai21,jamba-1.5-mini,,output,0.39999999999999997,4e-07,usd_per_token,standard,output_cost_per_token,chat,256000.0,,LiteLLM chat/completion/responses modes only.,litellm|ai21|jamba-1.5-mini|output_cost_per_token|output,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,ai21,jamba-1.5-mini@001,,input,0.19999999999999998,2e-07,usd_per_token,standard,input_cost_per_token,chat,256000.0,,LiteLLM chat/completion/responses modes only.,litellm|ai21|jamba-1.5-mini@001|input_cost_per_token|input,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,ai21,jamba-1.5-mini@001,,output,0.39999999999999997,4e-07,usd_per_token,standard,output_cost_per_token,chat,256000.0,,LiteLLM chat/completion/responses modes only.,litellm|ai21|jamba-1.5-mini@001|output_cost_per_token|output,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,ai21,jamba-large-1.6,,input,2.0,2e-06,usd_per_token,standard,input_cost_per_token,chat,256000.0,,LiteLLM chat/completion/responses modes only.,litellm|ai21|jamba-large-1.6|input_cost_per_token|input,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,ai21,jamba-large-1.6,,output,8.0,8e-06,usd_per_token,standard,output_cost_per_token,chat,256000.0,,LiteLLM chat/completion/responses modes only.,litellm|ai21|jamba-large-1.6|output_cost_per_token|output,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,ai21,jamba-large-1.7,,input,2.0,2e-06,usd_per_token,standard,input_cost_per_token,chat,256000.0,,LiteLLM chat/completion/responses modes only.,litellm|ai21|jamba-large-1.7|input_cost_per_token|input,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,ai21,jamba-large-1.7,,output,8.0,8e-06,usd_per_token,standard,output_cost_per_token,chat,256000.0,,LiteLLM chat/completion/responses modes only.,litellm|ai21|jamba-large-1.7|output_cost_per_token|output,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,ai21,jamba-mini-1.6,,input,0.19999999999999998,2e-07,usd_per_token,standard,input_cost_per_token,chat,256000.0,,LiteLLM chat/completion/responses modes only.,litellm|ai21|jamba-mini-1.6|input_cost_per_token|input,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,ai21,jamba-mini-1.6,,output,0.39999999999999997,4e-07,usd_per_token,standard,output_cost_per_token,chat,256000.0,,LiteLLM chat/completion/responses modes only.,litellm|ai21|jamba-mini-1.6|output_cost_per_token|output,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,ai21,jamba-mini-1.7,,input,0.19999999999999998,2e-07,usd_per_token,standard,input_cost_per_token,chat,256000.0,,LiteLLM chat/completion/responses modes only.,litellm|ai21|jamba-mini-1.7|input_cost_per_token|input,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,ai21,jamba-mini-1.7,,output,0.39999999999999997,4e-07,usd_per_token,standard,output_cost_per_token,chat,256000.0,,LiteLLM chat/completion/responses modes only.,litellm|ai21|jamba-mini-1.7|output_cost_per_token|output,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,amazon_nova,amazon-nova/nova-lite-v1,,input,0.06,6e-08,usd_per_token,standard,input_cost_per_token,chat,300000.0,,LiteLLM chat/completion/responses modes only.,litellm|amazon_nova|amazon-nova/nova-lite-v1|input_cost_per_token|input,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,amazon_nova,amazon-nova/nova-lite-v1,,output,0.24,2.4e-07,usd_per_token,standard,output_cost_per_token,chat,300000.0,,LiteLLM chat/completion/responses modes only.,litellm|amazon_nova|amazon-nova/nova-lite-v1|output_cost_per_token|output,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,amazon_nova,amazon-nova/nova-micro-v1,,input,0.035,3.5e-08,usd_per_token,standard,input_cost_per_token,chat,128000.0,,LiteLLM chat/completion/responses modes only.,litellm|amazon_nova|amazon-nova/nova-micro-v1|input_cost_per_token|input,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,amazon_nova,amazon-nova/nova-micro-v1,,output,0.14,1.4e-07,usd_per_token,standard,output_cost_per_token,chat,128000.0,,LiteLLM chat/completion/responses modes only.,litellm|amazon_nova|amazon-nova/nova-micro-v1|output_cost_per_token|output,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,amazon_nova,amazon-nova/nova-premier-v1,,input,2.5,2.5e-06,usd_per_token,standard,input_cost_per_token,chat,1000000.0,,LiteLLM chat/completion/responses modes only.,litellm|amazon_nova|amazon-nova/nova-premier-v1|input_cost_per_token|input,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,amazon_nova,amazon-nova/nova-premier-v1,,output,12.5,1.25e-05,usd_per_token,standard,output_cost_per_token,chat,1000000.0,,LiteLLM chat/completion/responses modes only.,litellm|amazon_nova|amazon-nova/nova-premier-v1|output_cost_per_token|output,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,amazon_nova,amazon-nova/nova-pro-v1,,input,0.7999999999999999,8e-07,usd_per_token,standard,input_cost_per_token,chat,300000.0,,LiteLLM chat/completion/responses modes only.,litellm|amazon_nova|amazon-nova/nova-pro-v1|input_cost_per_token|input,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,amazon_nova,amazon-nova/nova-pro-v1,,output,3.1999999999999997,3.2e-06,usd_per_token,standard,output_cost_per_token,chat,300000.0,,LiteLLM chat/completion/responses modes only.,litellm|amazon_nova|amazon-nova/nova-pro-v1|output_cost_per_token|output,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,anthropic,claude-3-7-sonnet-20250219,,cache_read,0.3,3e-07,usd_per_token,standard,cache_read_input_token_cost,chat,200000.0,,LiteLLM chat/completion/responses modes only.,litellm|anthropic|claude-3-7-sonnet-20250219|cache_read_input_token_cost|cache_read,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,anthropic,claude-3-7-sonnet-20250219,,cache_write,3.75,3.75e-06,usd_per_token,standard,cache_creation_input_token_cost,chat,200000.0,,LiteLLM chat/completion/responses modes only.,litellm|anthropic|claude-3-7-sonnet-20250219|cache_creation_input_token_cost|cache_write,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,anthropic,claude-3-7-sonnet-20250219,,cache_write_1h,6.0,6e-06,usd_per_token,standard,cache_creation_input_token_cost_above_1hr,chat,200000.0,,LiteLLM chat/completion/responses modes only.,litellm|anthropic|claude-3-7-sonnet-20250219|cache_creation_input_token_cost_above_1hr|cache_write_1h,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,anthropic,claude-3-7-sonnet-20250219,,input,3.0,3e-06,usd_per_token,standard,input_cost_per_token,chat,200000.0,,LiteLLM chat/completion/responses modes only.,litellm|anthropic|claude-3-7-sonnet-20250219|input_cost_per_token|input,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,anthropic,claude-3-7-sonnet-20250219,,output,15.0,1.5e-05,usd_per_token,standard,output_cost_per_token,chat,200000.0,,LiteLLM chat/completion/responses modes only.,litellm|anthropic|claude-3-7-sonnet-20250219|output_cost_per_token|output,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,anthropic,claude-3-haiku-20240307,,cache_read,0.03,3e-08,usd_per_token,standard,cache_read_input_token_cost,chat,200000.0,,LiteLLM chat/completion/responses modes only.,litellm|anthropic|claude-3-haiku-20240307|cache_read_input_token_cost|cache_read,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,anthropic,claude-3-haiku-20240307,,cache_write,0.3,3e-07,usd_per_token,standard,cache_creation_input_token_cost,chat,200000.0,,LiteLLM chat/completion/responses modes only.,litellm|anthropic|claude-3-haiku-20240307|cache_creation_input_token_cost|cache_write,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,anthropic,claude-3-haiku-20240307,,cache_write_1h,6.0,6e-06,usd_per_token,standard,cache_creation_input_token_cost_above_1hr,chat,200000.0,,LiteLLM chat/completion/responses modes only.,litellm|anthropic|claude-3-haiku-20240307|cache_creation_input_token_cost_above_1hr|cache_write_1h,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,anthropic,claude-3-haiku-20240307,,input,0.25,2.5e-07,usd_per_token,standard,input_cost_per_token,chat,200000.0,,LiteLLM chat/completion/responses modes only.,litellm|anthropic|claude-3-haiku-20240307|input_cost_per_token|input,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,anthropic,claude-3-haiku-20240307,,output,1.25,1.25e-06,usd_per_token,standard,output_cost_per_token,chat,200000.0,,LiteLLM chat/completion/responses modes only.,litellm|anthropic|claude-3-haiku-20240307|output_cost_per_token|output,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,anthropic,claude-3-opus-20240229,,cache_read,1.5,1.5e-06,usd_per_token,standard,cache_read_input_token_cost,chat,200000.0,,LiteLLM chat/completion/responses modes only.,litellm|anthropic|claude-3-opus-20240229|cache_read_input_token_cost|cache_read,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,anthropic,claude-3-opus-20240229,,cache_write,18.75,1.875e-05,usd_per_token,standard,cache_creation_input_token_cost,chat,200000.0,,LiteLLM chat/completion/responses modes only.,litellm|anthropic|claude-3-opus-20240229|cache_creation_input_token_cost|cache_write,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,anthropic,claude-3-opus-20240229,,cache_write_1h,6.0,6e-06,usd_per_token,standard,cache_creation_input_token_cost_above_1hr,chat,200000.0,,LiteLLM chat/completion/responses modes only.,litellm|anthropic|claude-3-opus-20240229|cache_creation_input_token_cost_above_1hr|cache_write_1h,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,anthropic,claude-3-opus-20240229,,input,15.0,1.5e-05,usd_per_token,standard,input_cost_per_token,chat,200000.0,,LiteLLM chat/completion/responses modes only.,litellm|anthropic|claude-3-opus-20240229|input_cost_per_token|input,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,anthropic,claude-3-opus-20240229,,output,75.0,7.5e-05,usd_per_token,standard,output_cost_per_token,chat,200000.0,,LiteLLM chat/completion/responses modes only.,litellm|anthropic|claude-3-opus-20240229|output_cost_per_token|output,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,anthropic,claude-4-opus-20250514,,cache_read,1.5,1.5e-06,usd_per_token,standard,cache_read_input_token_cost,chat,200000.0,,LiteLLM chat/completion/responses modes only.,litellm|anthropic|claude-4-opus-20250514|cache_read_input_token_cost|cache_read,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,anthropic,claude-4-opus-20250514,,cache_write,18.75,1.875e-05,usd_per_token,standard,cache_creation_input_token_cost,chat,200000.0,,LiteLLM chat/completion/responses modes only.,litellm|anthropic|claude-4-opus-20250514|cache_creation_input_token_cost|cache_write,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,anthropic,claude-4-opus-20250514,,input,15.0,1.5e-05,usd_per_token,standard,input_cost_per_token,chat,200000.0,,LiteLLM chat/completion/responses modes only.,litellm|anthropic|claude-4-opus-20250514|input_cost_per_token|input,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,anthropic,claude-4-opus-20250514,,output,75.0,7.5e-05,usd_per_token,standard,output_cost_per_token,chat,200000.0,,LiteLLM chat/completion/responses modes only.,litellm|anthropic|claude-4-opus-20250514|output_cost_per_token|output,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,anthropic,claude-4-sonnet-20250514,,cache_read,0.3,3e-07,usd_per_token,standard,cache_read_input_token_cost,chat,1000000.0,,LiteLLM chat/completion/responses modes only.,litellm|anthropic|claude-4-sonnet-20250514|cache_read_input_token_cost|cache_read,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,anthropic,claude-4-sonnet-20250514,,cache_write,3.75,3.75e-06,usd_per_token,standard,cache_creation_input_token_cost,chat,1000000.0,,LiteLLM chat/completion/responses modes only.,litellm|anthropic|claude-4-sonnet-20250514|cache_creation_input_token_cost|cache_write,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,anthropic,claude-4-sonnet-20250514,,input,3.0,3e-06,usd_per_token,standard,input_cost_per_token,chat,1000000.0,,LiteLLM chat/completion/responses modes only.,litellm|anthropic|claude-4-sonnet-20250514|input_cost_per_token|input,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,anthropic,claude-4-sonnet-20250514,,output,15.0,1.5e-05,usd_per_token,standard,output_cost_per_token,chat,1000000.0,,LiteLLM chat/completion/responses modes only.,litellm|anthropic|claude-4-sonnet-20250514|output_cost_per_token|output,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,anthropic,claude-haiku-4-5,,cache_read,0.09999999999999999,1e-07,usd_per_token,standard,cache_read_input_token_cost,chat,200000.0,,LiteLLM chat/completion/responses modes only.,litellm|anthropic|claude-haiku-4-5|cache_read_input_token_cost|cache_read,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,anthropic,claude-haiku-4-5,,cache_write,1.25,1.25e-06,usd_per_token,standard,cache_creation_input_token_cost,chat,200000.0,,LiteLLM chat/completion/responses modes only.,litellm|anthropic|claude-haiku-4-5|cache_creation_input_token_cost|cache_write,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,anthropic,claude-haiku-4-5,,cache_write_1h,2.0,2e-06,usd_per_token,standard,cache_creation_input_token_cost_above_1hr,chat,200000.0,,LiteLLM chat/completion/responses modes only.,litellm|anthropic|claude-haiku-4-5|cache_creation_input_token_cost_above_1hr|cache_write_1h,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,anthropic,claude-haiku-4-5,,input,1.0,1e-06,usd_per_token,standard,input_cost_per_token,chat,200000.0,,LiteLLM chat/completion/responses modes only.,litellm|anthropic|claude-haiku-4-5|input_cost_per_token|input,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,anthropic,claude-haiku-4-5,,output,5.0,5e-06,usd_per_token,standard,output_cost_per_token,chat,200000.0,,LiteLLM chat/completion/responses modes only.,litellm|anthropic|claude-haiku-4-5|output_cost_per_token|output,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,anthropic,claude-haiku-4-5-20251001,,cache_read,0.09999999999999999,1e-07,usd_per_token,standard,cache_read_input_token_cost,chat,200000.0,,LiteLLM chat/completion/responses modes only.,litellm|anthropic|claude-haiku-4-5-20251001|cache_read_input_token_cost|cache_read,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,anthropic,claude-haiku-4-5-20251001,,cache_write,1.25,1.25e-06,usd_per_token,standard,cache_creation_input_token_cost,chat,200000.0,,LiteLLM chat/completion/responses modes only.,litellm|anthropic|claude-haiku-4-5-20251001|cache_creation_input_token_cost|cache_write,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,anthropic,claude-haiku-4-5-20251001,,cache_write_1h,2.0,2e-06,usd_per_token,standard,cache_creation_input_token_cost_above_1hr,chat,200000.0,,LiteLLM chat/completion/responses modes only.,litellm|anthropic|claude-haiku-4-5-20251001|cache_creation_input_token_cost_above_1hr|cache_write_1h,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,anthropic,claude-haiku-4-5-20251001,,input,1.0,1e-06,usd_per_token,standard,input_cost_per_token,chat,200000.0,,LiteLLM chat/completion/responses modes only.,litellm|anthropic|claude-haiku-4-5-20251001|input_cost_per_token|input,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,anthropic,claude-haiku-4-5-20251001,,output,5.0,5e-06,usd_per_token,standard,output_cost_per_token,chat,200000.0,,LiteLLM chat/completion/responses modes only.,litellm|anthropic|claude-haiku-4-5-20251001|output_cost_per_token|output,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,anthropic,claude-opus-4-1,,cache_read,1.5,1.5e-06,usd_per_token,standard,cache_read_input_token_cost,chat,200000.0,,LiteLLM chat/completion/responses modes only.,litellm|anthropic|claude-opus-4-1|cache_read_input_token_cost|cache_read,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,anthropic,claude-opus-4-1,,cache_write,18.75,1.875e-05,usd_per_token,standard,cache_creation_input_token_cost,chat,200000.0,,LiteLLM chat/completion/responses modes only.,litellm|anthropic|claude-opus-4-1|cache_creation_input_token_cost|cache_write,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,anthropic,claude-opus-4-1,,cache_write_1h,30.0,3e-05,usd_per_token,standard,cache_creation_input_token_cost_above_1hr,chat,200000.0,,LiteLLM chat/completion/responses modes only.,litellm|anthropic|claude-opus-4-1|cache_creation_input_token_cost_above_1hr|cache_write_1h,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,anthropic,claude-opus-4-1,,input,15.0,1.5e-05,usd_per_token,standard,input_cost_per_token,chat,200000.0,,LiteLLM chat/completion/responses modes only.,litellm|anthropic|claude-opus-4-1|input_cost_per_token|input,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,anthropic,claude-opus-4-1,,output,75.0,7.5e-05,usd_per_token,standard,output_cost_per_token,chat,200000.0,,LiteLLM chat/completion/responses modes only.,litellm|anthropic|claude-opus-4-1|output_cost_per_token|output,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,anthropic,claude-opus-4-1-20250805,,cache_read,1.5,1.5e-06,usd_per_token,standard,cache_read_input_token_cost,chat,200000.0,,LiteLLM chat/completion/responses modes only.,litellm|anthropic|claude-opus-4-1-20250805|cache_read_input_token_cost|cache_read,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,anthropic,claude-opus-4-1-20250805,,cache_write,18.75,1.875e-05,usd_per_token,standard,cache_creation_input_token_cost,chat,200000.0,,LiteLLM chat/completion/responses modes only.,litellm|anthropic|claude-opus-4-1-20250805|cache_creation_input_token_cost|cache_write,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,anthropic,claude-opus-4-1-20250805,,cache_write_1h,30.0,3e-05,usd_per_token,standard,cache_creation_input_token_cost_above_1hr,chat,200000.0,,LiteLLM chat/completion/responses modes only.,litellm|anthropic|claude-opus-4-1-20250805|cache_creation_input_token_cost_above_1hr|cache_write_1h,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,anthropic,claude-opus-4-1-20250805,,input,15.0,1.5e-05,usd_per_token,standard,input_cost_per_token,chat,200000.0,,LiteLLM chat/completion/responses modes only.,litellm|anthropic|claude-opus-4-1-20250805|input_cost_per_token|input,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,anthropic,claude-opus-4-1-20250805,,output,75.0,7.5e-05,usd_per_token,standard,output_cost_per_token,chat,200000.0,,LiteLLM chat/completion/responses modes only.,litellm|anthropic|claude-opus-4-1-20250805|output_cost_per_token|output,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,anthropic,claude-opus-4-20250514,,cache_read,1.5,1.5e-06,usd_per_token,standard,cache_read_input_token_cost,chat,200000.0,,LiteLLM chat/completion/responses modes only.,litellm|anthropic|claude-opus-4-20250514|cache_read_input_token_cost|cache_read,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,anthropic,claude-opus-4-20250514,,cache_write,18.75,1.875e-05,usd_per_token,standard,cache_creation_input_token_cost,chat,200000.0,,LiteLLM chat/completion/responses modes only.,litellm|anthropic|claude-opus-4-20250514|cache_creation_input_token_cost|cache_write,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,anthropic,claude-opus-4-20250514,,cache_write_1h,30.0,3e-05,usd_per_token,standard,cache_creation_input_token_cost_above_1hr,chat,200000.0,,LiteLLM chat/completion/responses modes only.,litellm|anthropic|claude-opus-4-20250514|cache_creation_input_token_cost_above_1hr|cache_write_1h,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,anthropic,claude-opus-4-20250514,,input,15.0,1.5e-05,usd_per_token,standard,input_cost_per_token,chat,200000.0,,LiteLLM chat/completion/responses modes only.,litellm|anthropic|claude-opus-4-20250514|input_cost_per_token|input,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,anthropic,claude-opus-4-20250514,,output,75.0,7.5e-05,usd_per_token,standard,output_cost_per_token,chat,200000.0,,LiteLLM chat/completion/responses modes only.,litellm|anthropic|claude-opus-4-20250514|output_cost_per_token|output,True
2026-06-04,litellm,https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json,,anthropic,claude-opus-4-5,,cache_read,0.5,5e-07,usd_per_token,standard,cache_read_input_token_cost,chat,200000.0,,LiteLLM chat/completion/responses modes only.,litellm|anthropic|claude-opus-4-5|cache_read_input_token_cost|cache_read,True
