,log_fx_eurusd,log_diesel,log_freight,log_truf_vehicle,log_truf_transport
2011-11-30,0.3043621827029794,1.3767489482763593,4.81380905109942,4.63353441092853,4.71958591596218
2011-12-31,0.2741842423716539,1.3509262172820993,4.814620410170298,4.635065523828188,4.715947135666284
2012-01-31,0.2554054928969281,1.343543424052258,4.820281565605037,4.6351662615437625,4.719503586158104
2012-02-29,0.28053282739231,1.37434829010149,4.825108606353353,4.648970291929031,4.735203331227547
2012-03-31,0.2781997570622882,1.417429590050602,4.837867950107113,4.651746510946675,4.7672980254394774
2012-04-30,0.27461130667303624,1.4146388341290332,4.841822087327094,4.656637145295017,4.791268610872384
2012-05-31,0.2473642121981256,1.3809048638354524,4.844187086458591,4.656068963564118,4.781069268420503
2012-06-30,0.22644476298059146,1.3240199416353866,4.8346933442663405,4.65373931620751,4.762749032075674
2012-07-31,0.20519292229574962,1.3139924493644854,4.833102254034098,4.655284358985162,4.755982789850421
2012-08-31,0.2156126564812464,1.3819097628020665,4.842611042003125,4.649647003897211,4.765753473451857
2012-09-30,0.25344607284010406,1.415853163361435,4.847331743138063,4.648752584684682,4.770743507477789
2012-10-31,0.26034824765655024,1.4094736340672958,4.845760650906022,4.647070402218346,4.765710219019249
2012-11-30,0.24977769255161555,1.3862943611198906,4.843399374720342,4.652994102538229,4.751647312986375
2012-12-31,0.2715107689114917,1.3764460250650763,4.844187086458591,4.656515492522987,4.746456276217502
2013-01-31,0.2854724902648818,1.3631536686782482,4.841822087327094,4.660372122173192,4.747147244849227
2013-02-28,0.28868683067103645,1.4135446756100511,4.845760650906022,4.665440759254381,4.764326619770959
2013-03-31,0.2587533573779044,1.4030900210372914,4.852030263919617,4.666650178341408,4.765141973012942
2013-04-30,0.2642994537173861,1.3686394258811698,4.848116364598481,4.669843110593112,4.754000758248921
2013-05-31,0.2610662195744148,1.3533191044384378,4.850466541943434,4.669273962637971,4.751226477878399
2013-06-30,0.27741580419564704,1.347878324127891,4.848900370910689,4.671491295495528,4.751673475207075
2013-07-31,0.26910026783007146,1.352220380786139,4.848900370910689,4.669764358702085,4.753041119370705
2013-08-31,0.28619687918897974,1.3621297341205927,4.848900370910689,4.663510685888937,4.750961962528759
2013-09-30,0.2899906556218498,1.3764460250650763,4.844974178195408,4.662675245850475,4.743903236336785
2013-10-31,0.31085468341811295,1.3570586316847064,4.845760650906022,4.663500394119976,4.732722594573525
2013-11-30,0.29942599968524014,1.345146792772895,4.848900370910689,4.667431002625077,4.7275876229389375
2013-12-31,0.3153945110183167,1.3562989635844895,4.847331743138063,4.6714609086236205,4.729753855007396
2014-01-31,0.3088038572881365,1.359244284393311,4.851248708584797,4.67222907520302,4.7328439982916635
2014-02-28,0.31226813251069085,1.3821608298382837,4.853591544486569,4.672909756421281,4.739003245294144
2014-03-31,0.3241242036443471,1.3864443498710155,4.857484114602081,4.672727717200195,4.7534555168546575
2014-04-30,0.3228210400306995,1.3773166820875398,4.863680881139593,4.672523918820978,4.762209868625063
2014-05-31,0.31761875058465994,1.37187844938553,4.8721392168423305,4.672945070696867,4.763250128308722
2014-06-30,0.30710647697023835,1.3625650344206537,4.873669439023098,4.667580957571226,4.7602872712665665
2014-07-31,0.3025729240831948,1.356736808877565,4.869839484130799,4.666580231043631,4.75448052573094
2014-08-31,0.2863240078422099,1.344951397585508,4.870606649492553,4.664425654471131,4.743816284722855
2014-09-30,0.25379653050016004,1.332999064061667,4.870606649492553,4.662510257216226,4.7349362629922425
2014-10-31,0.23722933378917516,1.3030486125166236,4.865224091322398,4.6643103182596555,4.725181030707137
2014-11-30,0.22094112775900968,1.293973458969868,4.86599480426999,4.664259794980809,4.712676479018113
2014-12-31,0.20938456721665555,1.226888228896677,4.859036909945142,4.666756209039632,4.697467326746944
2015-01-31,0.14970366363465662,1.097695201605626,4.841822087327094,4.670328402574769,4.679702119432639
2015-02-28,0.12665583638217945,1.0500346019237508,4.836281906951478,4.677167418525998,4.6892110126096975
2015-03-31,0.0787607674580642,1.0636757187872132,4.836281906951478,4.680128426561148,4.705466762002906
2015-04-30,0.07900020641592641,1.0232599528713975,4.837867950107113,4.679677710453014,4.708262963269838
2015-05-31,0.11040924932643789,1.060391075847912,4.838660029356445,4.680228686960413,4.720447443081566
2015-06-30,0.11561098148398885,1.0553567799971526,4.844974178195408,4.682033453826048,4.723998248746727
2015-07-31,0.09507461487100166,1.0252348188633342,4.843399374720342,4.68221732526952,4.723945476436968
2015-08-31,0.10761083892295975,0.9535865166178519,4.837867950107113,4.679630018374597,4.715210246766084
2015-09-30,0.11587221649470601,0.9182887345368281,4.835487941050301,4.676256709588444,4.698962183937326
2015-10-31,0.11582132439866154,0.9239612381783747,4.832305758571839,4.6743352039903145,4.693956515553558
2015-11-30,0.07013958218391046,0.9030028375472196,4.8346933442663405,4.676162458672999,4.690061242937083
2015-12-31,0.08513879146189901,0.837031050888523,4.826712455935327,4.6741099387309335,4.68375419524098
2016-01-31,0.08204555892684542,0.7620900507968551,4.825108606353353,4.67662704203698,4.679636060331423
2016-02-29,0.10366608091374976,0.6922467753167811,4.8154311114712876,4.682519216661358,4.670578861405732
2016-03-31,0.1073754408536988,0.7371640659767196,4.81380905109942,4.679556582235371,4.682059153738465
2016-04-30,0.1262507865493288,0.7661652732965173,4.817050545023591,4.678611661081985,4.694485256742004
2016-05-31,0.12328322575594476,0.8392368864318404,4.810557015713042,4.6770136081256934,4.704361699906809
2016-06-30,0.1161615196894572,0.8848000647827844,4.809742351716865,4.67434031776351,4.710055028131207
2016-07-31,0.10029319846479202,0.8773419817355803,4.812184355372417,4.671691767685685,4.70457553598711
2016-08-31,0.11391081397387395,0.8546706147166168,4.812184355372417,4.669226475245558,4.699719714987352
2016-09-30,0.11491755843372996,0.8730700294195917,4.814620410170298,4.66849100039667,4.69893794323373
2016-10-31,0.09661841460098283,0.8978823321908,4.821087692210561,4.671209851719117,4.699813820239866
2016-11-30,0.07620149349357667,0.8913830961679702,4.821087692210561,4.672130515927909,4.69851467296232
2016-12-31,0.0530305939322041,0.9202827531436925,4.821893169499378,4.672623336713176,4.7026345427133265
2017-01-31,0.061560406743328126,0.9477118765488985,4.823502180305079,4.68199631061599,4.711658071506287
2017-02-28,0.06299456669519149,0.9431273858277147,4.825910852685991,4.682069308540637,4.709992041880506
2017-03-31,0.06682123983859507,0.9374649671055616,4.821893169499378,4.680358740530886,4.714369116818424
2017-04-30,0.06894753712603151,0.9487579220116565,4.822697998516666,4.680486755351025,4.720035198278293
2017-05-31,0.09983299429299447,0.9401634962857113,4.820281565605037,4.679102710608938,4.7227177840387435
2017-06-30,0.11627078166538649,0.9204819364926231,4.821893169499378,4.675794702950623,4.7223377232271435
2017-07-31,0.14238025074262814,0.9148496940777509,4.821893169499378,4.669516523034483,4.719965932882647
2017-08-31,0.16660816585815896,0.9535865166178519,4.835487941050301,4.664831087104285,4.725930046144213
2017-09-30,0.1750745270608733,1.024158102743162,4.841032509710076,4.659922484118566,4.740668252981833
2017-10-31,0.16173409778840023,1.0275458402342494,4.841032509710076,4.657833013137382,4.7365230094709725
2017-11-30,0.16066796752408993,1.0677234356343643,4.855928904335275,4.661738384574168,4.7383180303173695
2017-12-31,0.16857331466401881,1.0678093795130645,4.869839484130799,4.6662697161941535,4.734743053658198
2018-01-31,0.19856588449827195,1.1047268896679636,4.875197323201151,4.670729145676104,4.741925290614933
2018-02-28,0.21023533443664885,1.1137471762523798,4.882801922586371,4.6708915572825065,4.748823460344148
2018-03-31,0.20977089826398485,1.094436917257629,4.882801922586371,4.672327624765159,4.7522050715368565
2018-04-30,0.20453335564590985,1.13004635415764,4.88507207112091,4.667955831110747,4.7613478797480955
2018-05-31,0.16743093672243134,1.1767300679320616,4.894850261102546,4.669308617725571,4.7707682125521815
2018-06-30,0.15521949619459538,1.1795007924014482,4.9082333604781745,4.669972206781579,4.772998881229671
2018-07-31,0.15568827263554663,1.173348634782127,4.918520005188451,4.6696407954447166,4.773748914614564
2018-08-31,0.14380668143507985,1.1688377335576068,4.923623917106626,4.667630608749163,4.774865950350854
2018-09-30,0.15417473968819345,1.1824171413602191,4.931592086755803,4.665434178079561,4.775630730764622
2018-10-31,0.13868230839667783,1.2135468267602092,4.94021282979971,4.66477178116176,4.778244497528842
2018-11-30,0.12785657124076907,1.1937709418413394,4.943782987108415,4.666447573530144,4.7668299181815526
2018-12-31,0.12930650813333838,1.1387300352639989,4.944495491591711,4.6672862409473455,4.751051048910052
2019-01-31,0.1325972064084256,1.091839404380681,4.940927881671436,4.673724377268949,4.7426904091721385
2019-02-28,0.1265837021093516,1.097444940916103,4.931592086755803,4.675071234290941,4.74474655182822
2019-03-31,0.12187623437861188,1.1237113227231286,4.92870191133357,4.679938491502314,4.759698065634295
2019-04-30,0.11635980111619525,1.1381534632886423,4.917788743729904,4.679947975192849,4.77642053556772
2019-05-31,0.11215917052228185,1.1509675190020379,4.922168312773925,4.679437658278133,4.780088755206742
2019-06-30,0.12178833705022311,1.1276855361538167,4.925077405734609,4.678829421045809,4.774357159170107
2019-07-31,0.11435088995050093,1.1135665804499204,4.918520005188451,4.677082410680355,4.7783094703695825
2019-08-31,0.1069406302553311,1.1002775679871708,4.91338990965742,4.672584103583168,4.772657179066881
2019-09-30,0.0963278436269786,1.1039977609444476,4.91705694713669,4.66955502344193,4.768465655617185
2019-10-31,0.10058549701674767,1.1161247137527408,4.91705694713669,4.669862898362583,4.769190636413088
2019-11-30,0.09989772702423493,1.1212703125606935,4.942356453342962,4.671279307461979,4.765069234810239
2019-12-31,0.10559048921188122,1.1167795926235586,4.948759890378168,4.673496555411881,4.764942192273485
2020-01-31,0.10414978301676946,1.1143215823732895,4.914858338702487,4.679363149529943,4.7664098225394795
2020-02-29,0.08716224280179316,1.0679812451145876,4.91338990965742,4.678810432346584,4.765043166219883
2020-03-31,0.09947504840483012,1.0037886571466368,4.900076103529192,4.681267891594363,4.752295017079748
2020-04-30,0.08352196272536111,0.9134868045414208,4.881285622068407,4.693740769283552,4.69433720516074
2020-05-31,0.08684719684614087,0.8722343456772352,4.853591544486569,4.687805496115448,4.690368949546338
2020-06-30,0.1185827158269477,0.8787965274465745,4.882801922586371,4.693584626556847,4.731030269258059
2020-07-31,0.13874165921741818,0.8894332777042724,4.897839799950911,4.692424128556312,4.7690386702979435
2020-08-31,0.16815018702013712,0.8875619850412834,4.909709375506295,4.689620363404437,4.7788561773641725
2020-09-30,0.16425052465925166,0.8811815547605872,4.9344739331306915,4.697367525929619,4.773562604247296
2020-10-31,0.16278270422997068,0.8707702165723457,4.95723451736914,4.706908885781902,4.7707477703669445
2020-11-30,0.1677388928635393,0.8887139641039206,4.987707789452551,4.708594132706155,4.770076768572258
2020-12-31,0.19622446196294613,0.9496287914846655,4.994505912166372,4.713598661640161,4.773993109303596
2021-01-31,0.19701858005443412,0.9860033442854554,4.984291318756654,4.712429525737864,4.780272507991777
2021-02-28,0.19012001697228295,1.0462658082959004,5.01926462079431,4.714675670381742,4.799099590343158
2021-03-31,0.1740884824954217,1.1481006217593035,5.04148775757902,4.709648347485953,4.829999225745695
2021-04-30,0.1794348184135716,1.14111287356692,5.070789216916003,4.718844017082577,4.859179294170581
2021-05-31,0.19443950366585452,1.1684492482568893,5.08821342874163,4.731193197384539,4.887568051902309
2021-06-30,0.18633621453310917,1.1898992345945767,5.070789216916003,4.750876564273371,4.901314778843847
2021-07-31,0.16732474400231848,1.2055964854420336,5.074729966747659,4.76301936364684,4.905532222955049
2021-08-31,0.1627100475971837,1.208960345836975,5.10407099088177,4.7758837213019945,4.90876571291652
2021-09-30,0.1625358341167958,1.2190584417439767,5.133254026310351,4.798162045416421,4.922723841129444
2021-10-31,0.14840707400018402,1.2841924194273535,5.158175602049587,4.813118187508116,4.949782138923439
2021-11-30,0.1324220275065247,1.3156036204971215,5.207456772637298,4.821010839942433,4.965079354479589
2021-12-31,0.1222892694334579,1.2922583691932963,5.235047373821314,4.837095226910765,4.968369011125637
2022-01-31,0.12369883608568769,1.314852063665525,5.289654955969383,4.834271387210467,4.969730401426783
2022-02-28,0.1265491788663174,1.394324532815155,5.337672686026096,4.832080004007529,4.975525233896801
2022-03-31,0.09699255827809644,1.6301225036269331,5.352455111647238,4.828367535855133,5.000213750437619
2022-04-30,0.07723437238444084,1.6330567780327345,5.346264318170813,4.837523524713918,5.006595156386474
2022-05-31,0.05516886987165937,1.7175745710386783,5.3505919293342386,4.8515940203417225,5.027522824208195
2022-06-30,0.05516886987165937,1.7498083652813763,5.314928632353234,4.86750189607954,5.052792400584417
2022-07-31,0.01668502753027127,1.7021538209338418,5.318208225245829,4.868915504054201,5.039470324299482
2022-08-31,0.012796041213108632,1.61207443375523,5.298657308761134,4.873326612680764,5.013251154693937
2022-09-30,-0.010170593204376896,1.607936786307833,5.285870221246279,4.872197438730865,4.9992635066099
2022-10-31,-0.014814190263153528,1.6508485336796483,5.28598665483497,4.878973451820508,5.001432413974115
2022-11-30,0.019008194170673186,1.6591800043289144,5.277844214500372,4.881639201433494,4.995419132361887
2022-12-31,0.0573880171087304,1.550430731854068,5.302199820062259,4.893869922943651,4.977278541487828
2023-01-31,0.07481986155746316,1.5209126628446519,5.231942493681577,4.89069113739912,4.986772893875602
2023-02-28,0.06787013619233082,1.4846113794872553,5.270221343922541,4.886823039170895,5.001441510008448
2023-03-31,0.06871863098791235,1.4375814054879097,5.309786345651187,4.890155229725407,5.013976994498354
2023-04-30,0.09184965362987904,1.4107430415222006,5.217145271356442,4.885498367243049,5.0246392003007845
2023-05-31,0.08315394666232503,1.3648153294427665,5.260693377951347,4.890731581393005,5.025472691760884
2023-06-30,0.08068426007653547,1.3354614870384314,5.249499952007317,4.893371098818922,5.026121456100549
2023-07-31,0.10137357837536531,1.356402003254854,5.185518141052447,4.892217186824577,5.024493211296505
2023-08-31,0.08709470685093373,1.4748202157091563,5.1548395287770825,4.891504287835576,5.035428759088395
2023-09-30,0.06501497011772772,1.517925511927993,5.204144040280775,4.892300711365745,5.038017907501885
2023-10-31,0.054920992042611354,1.505587367307874,5.21494662711513,4.884752881863443,5.026776883244534
2023-11-30,0.07874648332223531,1.4478009468329784,5.232209614811912,4.888245850213314,5.014681218074149
2023-12-31,0.08703970992158182,1.3792068036179959,5.180164262424764,4.890547258968501,5.009343597850147
2024-01-31,0.0860772106333466,1.3492153528784698,5.1869667236246615,4.8925849727222275,5.009051552898033
2024-02-29,0.07631268284916351,1.3971724792670737,5.183579689077614,4.887613924795615,5.019598998869645
2024-03-31,0.08343913109414391,1.3917792913504603,5.152262163080927,4.887062213434024,5.042175453168039
2024-04-30,0.06989065018121175,1.3868442099253262,5.15306613555781,4.893348533774894,5.055783599821674
2024-05-31,0.07789915315996525,1.340839254458586,5.2016687914922315,4.880766724186491,5.05775772859237
2024-06-30,0.07355368322564702,1.314261158220059,5.207834516416544,4.881200003835744,5.054611040123489
2024-07-31,0.0812657356935502,1.3376816811991976,5.247366118918981,4.878386720212582,5.060366384426609
2024-08-31,0.09714320952218662,1.3081976753834685,5.1745778763859835,4.876043651986791,5.062083783741475
2024-09-30,0.1047428249261794,1.2691423763090324,5.1484417024721525,4.879796737294606,5.057799570453663
2024-10-31,0.08567298173814986,1.2768282066271845,5.1115358790319885,4.875188872783768,5.054310703508241
2024-11-30,0.06027781245901504,1.2589580251582793,5.077352689761751,4.88537037129619,5.052926382196568
2024-12-31,0.0461517660211443,1.2511044510582072,5.145853596421542,4.892341458003539,5.050048947485662
2025-01-31,0.034971772435882294,1.290402762324297,5.20209276879102,4.892341458003539,5.051722998654408
2025-02-28,0.04046993255371333,1.30148510313996,5.189545483230954,4.887438697238188,5.054006915097662
2025-03-31,0.07817723249244496,1.2767584740515836,5.110939045847228,4.883592110549993,5.053779429996751
2025-04-30,0.1161615196894572,1.2715847227359558,5.165294416073467,4.888263880163838,5.058335332866277
2025-05-31,0.1198845296739246,1.252477213385551,5.1846558258508235,4.894002252910425,5.068654129161104
2025-06-30,0.14268375667199518,1.2806560290968938,5.126270840361826,4.897497720552903,5.074630848062161
2025-07-31,0.15450646068558654,1.3293271054786375,5.197977559347074,4.898985359483411,5.0762423715434855
2025-08-31,0.15250442753806645,1.3200877828816224,5.205818232051113,4.901518764024849,5.076940073432665
2025-09-30,0.16030719971137283,1.3213290822675317,5.226058453061958,4.9052272370614425,5.077544433305412
2025-10-31,0.1519248278322742,1.302505060390182,5.219809730049628,4.911561318844598,5.074129236988983
2025-11-30,0.14480235820635448,1.340839254458586,5.242318280427934,4.91541099520406,5.070313976993378
2025-12-31,0.15788913762306658,1.2850365290456638,5.198922355167431,4.913656983089233,5.064693100245809
2026-01-31,0.16078292351097512,1.2591709647906981,5.200478492289057,4.9150236044338,5.0612021497771105
2026-02-28,0.1675551736719951,1.3143283241535229,5.211462340971251,4.909994095557558,5.066209018216539
2026-03-31,0.14467868909666484,1.5934304742882834,5.243649965205728,4.907019781438532,5.091987881170563
2026-04-30,0.15677450730662384,1.7049753391431641,5.347516970695004,4.907591287579103,5.11711956830086
