,log_fx_cnyusd,log_freight,log_diesel,log_truf_clothing,log_truf_transport
2015-09-30,1.8512233803320903,4.835487941050301,0.9182887345368281,4.695770290783987,4.698962183937326
2015-10-31,1.848533549962237,4.832305758571839,0.9239612381783747,4.702577129682194,4.693956515553558
2015-11-30,1.8506628996016594,4.8346933442663405,0.9030028375472196,4.685077133677427,4.690061242937083
2015-12-31,1.8639398813678323,4.826712455935327,0.837031050888523,4.655477227688308,4.68375419524098
2016-01-31,1.8829094924167662,4.825108606353353,0.7620900507968551,4.652402947559242,4.679636060331423
2016-02-29,1.8794726832058113,4.8154311114712876,0.6922467753167811,4.680246572648509,4.670578861405732
2016-03-31,1.8722161380306015,4.81380905109942,0.7371640659767196,4.6914789745536005,4.682059153738465
2016-04-30,1.8680155294132101,4.817050545023591,0.7661652732965173,4.694110201125617,4.694485256742004
2016-05-31,1.875775955954626,4.810557015713042,0.8392368864318404,4.695359311914452,4.704361699906809
2016-06-30,1.8854353942550093,4.809742351716865,0.8848000647827844,4.680022867205742,4.710055028131207
2016-07-31,1.8986845103773662,4.812184355372417,0.8773419817355803,4.663641809412988,4.70457553598711
2016-08-31,1.894101520860009,4.812184355372417,0.8546706147166168,4.6769429765835815,4.699719714987352
2016-09-30,1.8976469888520364,4.814620410170298,0.8730700294195917,4.699971736462446,4.69893794323373
2016-10-31,1.9066212050029285,4.821087692210561,0.8978823321908,4.712776314369252,4.699813820239866
2016-11-30,1.9228111231737404,4.821087692210561,0.8913830961679702,4.690846215130841,4.69851467296232
2016-12-31,1.9343799858899808,4.821893169499378,0.9202827531436925,4.657050124266461,4.7026345427133265
2017-01-31,1.9301673297254993,4.823502180305079,0.9477118765488985,4.66202175997973,4.711658071506287
2017-02-28,1.9270805970399623,4.825910852685991,0.9431273858277147,4.683385652965993,4.709992041880506
2017-03-31,1.9306514680946736,4.821893169499378,0.9374649671055616,4.698073507996236,4.714369116818424
2017-04-30,1.929716159928093,4.822697998516666,0.9487579220116565,4.702576957316696,4.720035198278293
2017-05-31,1.9292441169777443,4.820281565605037,0.9401634962857113,4.68816385528829,4.7227177840387435
2017-06-30,1.9178873872785753,4.821893169499378,0.9204819364926231,4.67424039848415,4.7223377232271435
2017-07-31,1.9124161497868464,4.821893169499378,0.9148496940777509,4.6608667696525385,4.719965932882647
2017-08-31,1.8971693314944043,4.835487941050301,0.9535865166178519,4.675413668468347,4.725930046144213
2017-09-30,1.882360091607457,4.841032509710076,1.024158102743162,4.703088516154818,4.740668252981833
2017-10-31,1.890910747408137,4.841032509710076,1.0275458402342494,4.711171214473773,4.7365230094709725
2017-11-30,1.8900976358073769,4.855928904335275,1.0677234356343643,4.681190293844572,4.7383180303173695
2017-12-31,1.886038056517681,4.869839484130799,1.0678093795130645,4.646179711723269,4.734743053658198
2018-01-31,1.8599312629821825,4.875197323201151,1.1047268896679636,4.659186536490787,4.741925290614933
2018-02-28,1.8434526836369325,4.882801922586371,1.1137471762523798,4.689592893595802,4.748823460344148
2018-03-31,1.8433026945014916,4.882801922586371,1.094436917257629,4.704577642297509,4.7522050715368565
2018-04-30,1.8400181240686293,4.88507207112091,1.13004635415764,4.710344662341679,4.7613478797480955
2018-05-31,1.8516094595441621,4.894850261102546,1.1767300679320616,4.7036270461604355,4.7707682125521815
2018-06-30,1.866422162778856,4.9082333604781745,1.1795007924014482,4.682758780171609,4.772998881229671
2018-07-31,1.90455938664404,4.918520005188451,1.173348634782127,4.666000800704179,4.773748914614564
2018-08-31,1.923557204139004,4.923623917106626,1.1688377335576068,4.66322629788765,4.774865950350854
2018-09-30,1.9249905974794967,4.931592086755803,1.1824171413602191,4.698735216632329,4.775630730764622
2018-10-31,1.9342863603106786,4.94021282979971,1.2135468267602092,4.711138097143919,4.778244497528842
2018-11-30,1.9368225530822185,4.943782987108415,1.1937709418413394,4.6808589922506005,4.7668299181815526
2018-12-31,1.9291579122030542,4.944495491591711,1.1387300352639989,4.64937375254345,4.751051048910052
2019-01-31,1.9149125050343643,4.940927881671436,1.091839404380681,4.664652508570282,4.7426904091721385
2019-02-28,1.9075677167671206,4.931592086755803,1.097444940916103,4.684149744102975,4.74474655182822
2019-03-31,1.9038884555921416,4.92870191133357,1.1237113227231286,4.684205389376513,4.759698065634295
2019-04-30,1.9045028913106024,4.917788743729904,1.1381534632886423,4.684121319649893,4.77642053556772
2019-05-31,1.9245200155844941,4.922168312773925,1.1509675190020379,4.676460056019487,4.780088755206742
2019-06-30,1.93118439829887,4.925077405734609,1.1276855361538167,4.674014047706972,4.774357159170107
2019-07-31,1.9282512483085812,4.918520005188451,1.1135665804499204,4.662534449195161,4.7783094703695825
2019-08-31,1.9548499399105006,4.91338990965742,1.1002775679871708,4.671731456862363,4.772657179066881
2019-09-30,1.9620260166081638,4.91705694713669,1.1039977609444476,4.694131774245576,4.768465655617185
2019-10-31,1.9595427751242644,4.91705694713669,1.1161247137527408,4.68860624664462,4.769190636413088
2019-11-30,1.9487482231734605,4.942356453342962,1.1212703125606935,4.665654299110113,4.765069234810239
2019-12-31,1.9478619844812368,4.948759890378168,1.1167795926235586,4.637948034545842,4.764942192273485
2020-01-31,1.934177646042312,4.914858338702487,1.1143215823732895,4.651924860906522,4.7664098225394795
2020-02-29,1.9454393615605403,4.91338990965742,1.0679812451145876,4.675186921147701,4.765043166219883
2020-03-31,1.9488273185473408,4.900076103529192,1.0037886571466368,4.67109741117968,4.752295017079748
2020-04-30,1.9559774847643163,4.881285622068407,0.9134868045414208,4.633121298530578,4.69433720516074
2020-05-31,1.9603187026376028,4.853591544486569,0.8722343456772352,4.605301207404411,4.690368949546338
2020-06-30,1.9574940940432175,4.882801922586371,0.8787965274465745,4.60766193899149,4.731030269258059
2020-07-31,1.9464976387870834,4.897839799950911,0.8894332777042724,4.608432060287106,4.7690386702979435
2020-08-31,1.9354281939217985,4.909709375506295,0.8875619850412834,4.621323673067444,4.7788561773641725
2020-09-30,1.9184795228167695,4.9344739331306915,0.8811815547605872,4.644132788910716,4.773562604247296
2020-10-31,1.9058949435057664,4.95723451736914,0.8707702165723457,4.641294658809496,4.7707477703669445
2020-11-30,1.8875013740075581,4.987707789452551,0.8887139641039206,4.619465568368456,4.770076768572258
2020-12-31,1.8778293979032539,4.994505912166372,0.9496287914846655,4.603009112550102,4.773993109303596
2021-01-31,1.8667398120785377,4.984291318756654,0.9860033442854554,4.633604151954953,4.780272507991777
2021-02-28,1.8656382797879185,5.01926462079431,1.0462658082959004,4.645318757009633,4.799099590343158
2021-03-31,1.8734716855062516,5.04148775757902,1.1481006217593035,4.656019827976468,4.829999225745695
2021-04-30,1.8746659046840053,5.070789216916003,1.14111287356692,4.656652371034678,4.859179294170581
2021-05-31,1.8612933054782914,5.08821342874163,1.1684492482568893,4.661235866901711,4.887568051902309
2021-06-30,1.8602015830152185,5.070789216916003,1.1898992345945767,4.659791544222432,4.901314778843847
2021-07-31,1.868142742077292,5.074729966747659,1.2055964854420336,4.653027743986976,4.905532222955049
2021-08-31,1.868225157618704,5.10407099088177,1.208960345836975,4.667550254341557,4.90876571291652
2021-09-30,1.865056398289512,5.133254026310351,1.2190584417439767,4.6813396546541215,4.922723841129444
2021-10-31,1.8589834438056059,5.158175602049587,1.2841924194273535,4.686934358782245,4.949782138923439
2021-11-30,1.854566805228991,5.207456772637298,1.3156036204971215,4.669329428958791,4.965079354479589
2021-12-31,1.8514873305315294,5.235047373821314,1.2922583691932963,4.6620606633807204,4.968369011125637
2022-01-31,1.849331593774223,5.289654955969383,1.314852063665525,4.689830842197326,4.969730401426783
2022-02-28,1.847438963494647,5.337672686026096,1.394324532815155,4.7090417396920365,4.975525233896801
2022-03-31,1.8475965193079835,5.352455111647238,1.6301225036269331,4.718495174859691,5.000213750437619
2022-04-30,1.861130047152726,5.346264318170813,1.6330567780327345,4.7062363229869915,5.006595156386474
2022-05-31,1.9019518639623227,5.3505919293342386,1.7175745710386783,4.706301011103276,5.027522824208195
2022-06-30,1.901389429252315,5.314928632353234,1.7498083652813763,4.705943217211374,5.052792400584417
2022-07-31,1.9073408237029263,5.318208225245829,1.7021538209338418,4.699379186990252,5.039470324299482
2022-08-31,1.9170223514534588,5.298657308761134,1.61207443375523,4.710826891777289,5.013251154693937
2022-09-30,1.9486940255747864,5.285870221246279,1.607936786307833,4.732119236201133,4.9992635066099
2022-10-31,1.9727169015827466,5.28598665483497,1.6508485336796483,4.727824864786711,5.001432413974115
2022-11-30,1.971463714960806,5.277844214500372,1.6591800043289144,4.715918697292853,4.995419132361887
2022-12-31,1.9418584144383435,5.302199820062259,1.550430731854068,4.706814977886707,4.977278541487828
2023-01-31,1.9155105863308486,5.231942493681577,1.5209126628446519,4.730190683474599,4.986772893875602
2023-02-28,1.9225014487388303,5.270221343922541,1.4846113794872553,4.752093588997284,5.001441510008448
2023-03-31,1.9302061172410516,5.309786345651187,1.4375814054879097,4.756379203365801,5.013976994498354
2023-04-30,1.9297176118210708,5.217145271356442,1.4107430415222006,4.748276616279826,5.0246392003007845
2023-05-31,1.943816400250683,5.260693377951347,1.3648153294427665,4.746491546620932,5.025472691760884
2023-06-30,1.9687008379909694,5.249499952007317,1.3354614870384314,4.739262888548712,5.026121456100549
2023-07-31,1.9721729568152022,5.185518141052447,1.356402003254854,4.732600615527764,5.024493211296505
2023-08-31,1.9808113458468213,5.1548395287770825,1.4748202157091563,4.742603427739077,5.035428759088395
2023-09-30,1.9875921165499308,5.204144040280775,1.517925511927993,4.75206824905713,5.038017907501885
2023-10-31,1.9888477815854202,5.21494662711513,1.505587367307874,4.747075672807718,5.026776883244534
2023-11-30,1.977213614339805,5.232209614811912,1.4478009468329784,4.723193423904713,5.014681218074149
2023-12-31,1.9657421876836816,5.180164262424764,1.3792068036179959,4.709599514225454,5.009343597850147
2024-01-31,1.9700039429337601,5.1869667236246615,1.3492153528784698,4.722121418013957,5.009051552898033
2024-02-29,1.9731764503501046,5.183579689077614,1.3971724792670737,4.744320349960652,5.019598998869645
2024-03-31,1.9742873539412897,5.152262163080927,1.3917792913504603,4.756903325919238,5.042175453168039
2024-04-30,1.979266422223557,5.15306613555781,1.3868442099253262,4.758174384857143,5.055783599821674
2024-05-31,1.978614295816091,5.2016687914922315,1.340839254458586,4.7647374922285755,5.05775772859237
2024-06-30,1.981656064009813,5.207834516416544,1.314261158220059,4.762914258980768,5.054611040123489
2024-07-31,1.9825087962275414,5.247366118918981,1.3376816811991976,4.749967637575216,5.060366384426609
2024-08-31,1.9667607373617038,5.1745778763859835,1.3081976753834685,4.7629877232402205,5.062083783741475
2024-09-30,1.9567087762975388,5.1484417024721525,1.2691423763090324,4.78962417586297,5.057799570453663
2024-10-31,1.9584198866708584,5.1115358790319885,1.2768282066271845,4.771707270876056,5.054310703508241
2024-11-30,1.974953452364996,5.077352689761751,1.2589580251582793,4.746657925275233,5.052926382196568
2024-12-31,1.9852263573871418,5.145853596421542,1.2511044510582072,4.746657925275233,5.050048947485662
2025-01-31,1.987285133505592,5.20209276879102,1.290402762324297,4.740681429510519,5.051722998654408
2025-02-28,1.9842281992918802,5.189545483230954,1.30148510313996,4.7380201170954495,5.054006915097662
2025-03-31,1.980898343680727,5.110939045847228,1.2767584740515836,4.752717974072585,5.053779429996751
2025-04-30,1.9874334041284074,5.165294416073467,1.2715847227359558,4.770167955421979,5.058335332866277
2025-05-31,1.976377989155822,5.1846558258508235,1.252477213385551,4.768866595049154,5.068654129161104
2025-06-30,1.9713481283901657,5.126270840361826,1.2806560290968938,4.760203331185367,5.074630848062161
2025-07-31,1.9704754174592025,5.197977559347074,1.3293271054786375,4.7571036720531685,5.0762423715434855
2025-08-31,1.970281488871718,5.205818232051113,1.3200877828816224,4.752117489025931,5.076940073432665
2025-09-30,1.9633931613528668,5.226058453061958,1.3213290822675317,4.7608496078364375,5.077544433305412
2025-10-31,1.962903256568138,5.219809730049628,1.302505060390182,4.7730038806962085,5.074129236988983
2025-11-30,1.9610637979696686,5.242318280427934,1.340839254458586,4.786423876982931,5.070313976993378
2025-12-31,1.9520626123500053,5.198922355167431,1.2850365290456638,4.766555029039962,5.064693100245809
2026-01-31,1.941504745212115,5.200478492289057,1.2591709647906981,4.741860715136738,5.0612021497771105
2026-02-28,1.932441659288722,5.211462340971251,1.3143283241535229,4.747955944566108,5.066209018216539
2026-03-31,1.9303725305481683,5.243649965205728,1.5934304742882834,4.778667544238209,5.091987881170563
2026-04-30,1.9223663244072704,5.347516970695004,1.7049753391431641,4.797116416654339,5.11711956830086
