t,log_commodity,log_retail,true_beta,beta_filtered,beta_smoothed
70,4.055562272151229,1.4490344814347222,0.36552833941181795,0.39317035380832666,0.38846843354391386
71,4.032996527871159,1.3879155228079616,0.35427302608700306,0.38432849440043587,0.3815536343296682
72,4.014707482151127,1.3830828716832948,0.33845103358806605,0.3810369286657381,0.37750474222290087
73,4.024750697032202,1.362938384117771,0.33635853837953483,0.3761596985710426,0.3723851076096749
74,4.027699211753613,1.3590107592191818,0.33681051191548067,0.37343193058129676,0.3669040238024541
75,4.041608918834968,1.241750743528603,0.32652147162181033,0.3543180323109505,0.3574137089932392
76,4.033163865908238,1.3736748779999333,0.32624567270153326,0.3663939512058226,0.36193355755195167
77,4.036434659729772,1.2937100530535857,0.32667569320545725,0.3593813331474507,0.35543269187321963
78,4.049046467609118,1.309489723917344,0.30942762915698224,0.35818379551674423,0.3496738415989116
79,4.042959536814713,1.1818957826883185,0.3021066318811462,0.3392823460217217,0.33721513516406876
80,4.052195041565861,1.2146047037971535,0.30536474303102995,0.33594626482036666,0.3341922107113823
81,4.039056522744528,1.1826983547504195,0.3084612128661959,0.3305576043340464,0.33162074673422776
82,4.031895445813227,1.2168853742203816,0.2992318135349978,0.3337353043517587,0.3331739695105355
83,4.02436068793326,1.177924775052432,0.30049939793899566,0.32967031480759396,0.3323560634252497
84,4.00054389502148,1.2034818686967763,0.3086786557418794,0.33293042929288075,0.3362590051312083
85,4.010383344637191,1.2226921313861334,0.3148952394138066,0.3366195562418581,0.34106018001215177
86,4.001095297833136,1.2791670488474045,0.3141329531176951,0.3469159310908106,0.34747597693129495
87,4.00144518020769,1.2615600892291607,0.3103891426111008,0.34852446329610354,0.3482831394011196
88,4.011160113385808,1.2741299391372387,0.30535438673642473,0.3505374922818998,0.34793544065144677
89,4.0201907369064065,1.2235957556165655,0.309096944999702,0.3434481085143932,0.34417584941456647
90,4.033598439085862,1.25950353844607,0.3106577767848451,0.3451670709732124,0.34523062905705915
91,4.031728729395674,1.2348046125821428,0.3156930088336627,0.3423280431188214,0.34532316207402947
92,4.023362763154791,1.2647064861849318,0.3167479993386319,0.34599196325590964,0.34968453294631757
93,4.021868398936662,1.2856946651569736,0.3232981109414114,0.3506531151803051,0.3550484571758359
94,3.988221710257501,1.3056339268472956,0.32405485120507305,0.35723712902869514,0.36142786249946496
95,3.9593794608090396,1.3356500462421494,0.33033236093412655,0.365919700803409,0.36744945584046423
96,3.9330254685619517,1.3540386908226154,0.33729894309705966,0.3736863295120614,0.3696251921782472
97,3.9131805320099224,1.270893453502644,0.3308627300552611,0.3656741176412916,0.36390404070836624
98,3.9212760165443914,1.269244227105165,0.31639757768029514,0.3616335113937125,0.36142917507804645
99,3.90326643543719,1.2819264916355282,0.32874552052841155,0.362807324047975,0.3611431646801033
100,3.8958031843564025,1.279350510402431,0.33079879037410964,0.36331924313105285,0.35882584517324523
101,3.921887750312124,1.2230003582498492,0.31708290321014065,0.3537268886339791,0.3525883893905944
102,3.9148624708908955,1.2030356030620732,0.311372347232391,0.347141351623193,0.3509965310667236
103,3.9297127822602373,1.2998622151699413,0.3175473415713496,0.35803176128455905,0.35638237745045165
104,3.91114042866004,1.242315624387176,0.3153099269222865,0.3549838717298658,0.3540682486435893
105,3.9071316775026874,1.2212197058355314,0.31121343556773345,0.3507784806586629,0.352789736014972
106,3.888231236404476,1.2461978804761011,0.3224204904502372,0.353730406662815,0.35559242703985244
107,3.8815505748864654,1.2907304328236788,0.3140421932791667,0.3619736984379016,0.3581716695640113
108,3.8984567376356134,1.2391170233234357,0.30765696641712803,0.3568223353065574,0.3529211784599676
109,3.8640103291717667,1.1733575341469222,0.30934805821751415,0.3466814706375632,0.34750943591665306
110,3.8727988020426842,1.2016880472543916,0.3124716976739452,0.34616852792462455,0.3486471525010046
111,3.87765351408933,1.2203446000191323,0.3164424419486711,0.348490632429656,0.3520562796915709
112,3.865870514975394,1.256001178767149,0.3237323463052227,0.355412410926307,0.3569684570235036
113,3.8370493578876252,1.2263769865721375,0.32532097527067483,0.3554351355553083,0.3591052011967944
114,3.838591948041903,1.277226096959091,0.3292360467821821,0.36299108497803045,0.364098721201902
115,3.828102093860627,1.2961533446129356,0.3271623727076614,0.3696106483031981,0.3656039889339524
116,3.8328556180877213,1.2151854890891014,0.3276639591335551,0.36000378953943135,0.36017725231628406
117,3.8333926609981903,1.2235534304142384,0.32852423257398417,0.35715494690095806,0.36041238841201456
118,3.865528238824609,1.2615112758743752,0.33024501766053643,0.3599183193982116,0.3648293534480546
119,3.8608411262751487,1.2855214071698746,0.3364253361211985,0.3649255408950908,0.3715534316002625
120,3.8404711764227115,1.3692424907092813,0.3408665015767572,0.3806979984670542,0.38063113649243296
121,3.844156689121838,1.3424141909791492,0.3412202375999587,0.383166749692158,0.38054011267294413
122,3.8486566228012737,1.3165588653403033,0.33474722972043036,0.3800765362562587,0.3769642134008903
123,3.8759403743060825,1.2915834741311196,0.33528859978493203,0.373478682396838,0.37272136346795376
124,3.8927425992243743,1.295519570779776,0.3350644575057661,0.37036676433168586,0.3716802267382545
125,3.8999800204073645,1.268258567714098,0.33660991014427166,0.3645994676553336,0.3734977341881241
126,3.929346078231756,1.4165980257804784,0.3542621126013949,0.3826897217731813,0.3858515172903662
127,3.905670817145299,1.3825823235265597,0.350071930373065,0.38647489673331725,0.3902823073525912
128,3.8929757864903043,1.415858287070355,0.3534502425260679,0.39375334356091324,0.3955889613103905
129,3.874544267662194,1.3961977023458623,0.3619979390640223,0.3949615064845246,0.39813531605606656
130,3.8668480715990787,1.398422310111899,0.3627819543768173,0.3962585964277966,0.40251021310600166
131,3.839414348647953,1.4698539891425872,0.3814847153301946,0.40913236837508404,0.4110982510145721
132,3.8522173675842413,1.4852968898747105,0.3784604009963428,0.4161396099533199,0.4137751312383482
133,3.847872913642266,1.421189817201682,0.38105311477490317,0.4097615436293899,0.4105482158795334
134,3.818556787752213,1.452637656078536,0.3746626688157593,0.41358107307777514,0.41162086043842666
135,3.798345206128062,1.4118139536328622,0.371850470934613,0.41033153345993595,0.4089718974963061
136,3.804715483077066,1.3901385197001892,0.37384194221778627,0.4052788824537299,0.4071486243706795
137,3.821578014434954,1.3907712483857226,0.3806123747162481,0.40218996059197426,0.40965723949317784
138,3.86161263226879,1.4755650856694633,0.38316513338843666,0.41119314715640687,0.41972796023669057
139,3.9199898815889367,1.5850024692118592,0.39323805218311453,0.42772323953184527,0.43138863756027607
140,3.928378070254457,1.5919573492068506,0.39247832969837315,0.4350472740376659,0.4364965295313761
141,3.90868730785382,1.5352921007762033,0.3898209814596611,0.4309309691444927,0.43852818208877686
142,3.8661463822391937,1.6552084690390754,0.4114528623178962,0.4498299958291917,0.4491271274433861
143,3.8716006114860706,1.6037952996813694,0.41460676351343245,0.4497915558698767,0.44815972099970536
144,3.8554417895798645,1.6084001295653085,0.40885091114560407,0.4515519527238545,0.4459154287791036
145,3.847234644376271,1.5370830118277605,0.4032968010476195,0.44216843393372085,0.43820184400944784
146,3.835092708395075,1.5011997974481348,0.39575536173136877,0.4336125878754897,0.4327916898818316
147,3.8323768906667475,1.5224971757816066,0.40324791657822306,0.43334839852657586,0.4316767787758744
148,3.8537964952825003,1.4734328540663075,0.4003328982350771,0.4244829787317475,0.42941003028778235
149,3.8570374666314073,1.5894768739260314,0.401351798040329,0.43792940879779724,0.4361323914923594
150,3.853964769890634,1.524391915193849,0.40084372864482287,0.43405511676865555,0.4336754986882157
151,3.8333516948341178,1.5325380942864517,0.4066956679083503,0.434979015994312,0.43315676850226476
152,3.7999580359400307,1.48038144548525,0.39992171516527814,0.42971687715945117,0.4306823348548117
153,3.790331877758564,1.4765625070219515,0.391317136876134,0.42750255680571086,0.43197878127230493
154,3.789356226742198,1.5460861442435576,0.39311151533358674,0.4370990933513406,0.4379600105897277
155,3.824814825013796,1.588016029693695,0.3979191896111859,0.44518824135869056,0.4391090094025713
156,3.827520315443254,1.4803813230976646,0.400579448115967,0.43224869361150425,0.4309101426835424
157,3.8472751056637153,1.5045705734721748,0.3941038182831884,0.42911096075636984,0.4290999807606622
158,3.8373891936929323,1.4982383280160885,0.3995236970199196,0.4274730670220433,0.42908503649341545
159,3.813790318364592,1.5346864127494904,0.3935728096031545,0.43376729946401643,0.43127502457683947
160,3.794587983119945,1.487050256990427,0.3894005004448634,0.4305449338557142,0.42791407656664476
161,3.78018346182923,1.423202281248263,0.3818488722470874,0.42046761413734757,0.4243914236898669
162,3.8228528564779336,1.501884289891387,0.39225813903630363,0.42529142600590825,0.42961573172830503
163,3.8065251228934462,1.4975602894121132,0.39732551136452243,0.42772727849561926,0.4354418095253073
164,3.8233949069681734,1.5876150613762041,0.40216545836995343,0.4412312478366341,0.4458067908887519
165,3.805436363406433,1.5854436074995546,0.41214314973909305,0.44783168007765906,0.45198252093471203
166,3.8241678236639185,1.6824516565665046,0.4346443437250028,0.46398667302155877,0.45755945852093577
167,3.831966842986036,1.534371257905598,0.4209705348937216,0.44804262128014877,0.4488824587582192
168,3.8289340850328744,1.5872823037886872,0.41506352224670473,0.449434459251795,0.4500199237829357
169,3.828218834510166,1.6322778830828548,0.41013412157330853,0.4568332625349766,0.4508126068406162
170,3.8152230806015783,1.5794458908996742,0.403327564594247,0.45293068158219946,0.44266324687820263
171,3.82424452463122,1.4519636569129468,0.3947068986134173,0.43148335223515205,0.4288204461179755
172,3.8152448550244045,1.4869868315468293,0.39230967410097434,0.42821795601468843,0.4252230792646258
173,3.7908327397490598,1.413533004547653,0.3825768443786591,0.4173386971275048,0.4211867223928108
174,3.7653739882626676,1.501586984631367,0.38525718331895836,0.42754958132447557,0.4263327583216702
175,3.76892574661711,1.4607468049217853,0.3856707698903873,0.42556256619095956,0.424720225057936
176,3.800607571745319,1.4575953724949184,0.38951899920849653,0.42219694814179537,0.42360463613254257
177,3.8039074040167877,1.498168697967762,0.39358082682160256,0.42666987198048395,0.42548668497678244
178,3.8016346374945904,1.4404405712748802,0.398404881649016,0.4200276756644777,0.42390047039360657
179,3.8074511602866417,1.4752606735653304,0.39541761015442495,0.42206630023812103,0.42909147929782193
180,3.8336711951207785,1.58200399962993,0.4123867573754943,0.4373255536904154,0.4385240673286412
181,3.838158845148056,1.6144007324799676,0.41426220630735106,0.44834525532555664,0.44014654865902136
182,3.8300403005313814,1.4754940757796275,0.3993623282863527,0.43270485399968983,0.42901615463223264
183,3.8522660747325794,1.4962874333505347,0.39134332232022295,0.427738548008622,0.42401810070597096
184,3.860941203501812,1.4870358677302964,0.3774192984080004,0.42370394528836713,0.41894504210273903
185,3.891756323341732,1.4260411860020679,0.3775579754412109,0.4109329681588446,0.41243172122449917
186,3.8955210120861703,1.4738991059443718,0.3765835336487842,0.41251669680936864,0.4145033869675706
187,3.8711316314517603,1.4452687442838115,0.3728361280655886,0.4104069540389594,0.4172573899588823
188,3.843868447466847,1.5452709284429433,0.3889235369647927,0.4261570659010324,0.4266895065732207
189,3.8769870061114724,1.5177566164699008,0.393315399957408,0.4266153506395017,0.42741577764729755
190,3.9115603205271388,1.5557542300143496,0.39912418684897866,0.4302776826304715,0.42851663737977685
191,3.908069936261487,1.5583690529044218,0.39167559894544185,0.432411893762371,0.42606587023415776
192,3.9005061898387674,1.4530315743159292,0.3836824398147938,0.41809330175675663,0.4172253712978894
193,3.9298350756836116,1.501902960536039,0.3839768838075694,0.417553565759106,0.4160187844253088
194,3.907794162042742,1.490874857309491,0.3853609409247872,0.41705819306025155,0.41386720342860656
195,3.8899996216636255,1.436801761790376,0.3705104483878715,0.4098968741436678,0.40941659412200687
196,3.9029661575574064,1.468020685241712,0.36906799220507525,0.41074945126380236,0.40875086276349193
197,3.895174055100215,1.4552892038021648,0.3691805688680633,0.40968453269712696,0.4059728413200176
198,3.8951716177658136,1.4091570902797355,0.36745937554189423,0.40235704966388963,0.40082308775950687
199,3.8920027597953237,1.408906461454793,0.36095225224312083,0.3994391282870113,0.3986954930157008
200,3.8988542507713024,1.4340631289005905,0.3566359707877517,0.4015600429641609,0.3976651090444339
201,3.927103887997577,1.371847120496886,0.35522109723916934,0.3914897237387635,0.39225818082339303
202,3.929015586135612,1.4026226472931151,0.3559474974280497,0.3917816512707922,0.39333432212493724
203,3.9419943620011497,1.4164602547854812,0.3607858300884543,0.3932032962232155,0.3955132123715378
204,3.9010909199805295,1.4392465408048147,0.36943267972806126,0.39957354319139254,0.39876846276729616
205,3.900216551941927,1.3817049926218814,0.36707789793984325,0.3937306516977347,0.39764679579493695
206,3.88345194653607,1.4545995413920991,0.36342864837092037,0.4031403680171991,0.4030906127419313
207,3.859175685327598,1.391782949092243,0.3669298937591948,0.39917984806471996,0.40302182027547484
208,3.841712637989023,1.4614667497930702,0.3718166530904817,0.40898266203935796,0.4082903929998498
209,3.8351301691750073,1.3928104410019837,0.3683430496244106,0.4032549552641587,0.4073473995509983
210,3.8535482200221276,1.4238234018960678,0.37466619744014,0.4043604642416071,0.41290437275808506
211,3.8271203656673367,1.502887111146742,0.3825028801693878,0.4182905735935189,0.4245634597289496
212,3.827832995519225,1.5360911781838538,0.3928363718946572,0.42917302652498024,0.43306345295139154
213,3.8182496068525538,1.561038185763078,0.4070629391484158,0.4381686225843666,0.43832956565144254
214,3.8117961449653146,1.549824368121997,0.4001316100391403,0.44074421369976075,0.4385467516258202
215,3.831951301471407,1.5240626134203248,0.40024279571380034,0.43663386698547973,0.4355887640451213
216,3.842813610211486,1.5381170848545769,0.40033301728674964,0.4362921900057921,0.4341740450771501
217,3.8696615723603407,1.5230953552186695,0.39954842873848956,0.43214143765583435,0.4312945037398152
218,3.866671458775343,1.557631351161239,0.3943543253816085,0.43576155312659204,0.430132928906125
219,3.852852606541929,1.448735458193096,0.3824698293557599,0.42188683114288245,0.42240803992812853
220,3.8484754302043194,1.5301438918707693,0.38321126492399193,0.4284846335314048,0.4231204946156609
221,3.853425366029744,1.441080040271039,0.3770644196476086,0.4176129183670479,0.41580296471182787
222,3.8570568331988184,1.4578497289102093,0.3777523674935896,0.41530620923595196,0.4133311340841453
223,3.8354690717541513,1.4544721632889928,0.37140001915999876,0.41516945505716135,0.410630321580512
224,3.837378867386709,1.3923684714546256,0.362602752393244,0.4056728166305869,0.404461901796998
225,3.8420434339894873,1.3887057670684697,0.3644771392762592,0.400811627047801,0.4028172404468168
226,3.892492914740166,1.4222435033474479,0.36568451149071113,0.4007512629871733,0.40554480661694664
227,3.9301298069658,1.4922150128547649,0.3703187672612786,0.40890782792962765,0.41216473255531805
228,3.9131649399546236,1.4907819227640047,0.3878056773926196,0.413099388524631,0.41672567308468345
229,3.9075172727236405,1.5188265974952804,0.3900239936423064,0.41937494961074906,0.42179055989257086
230,3.8783484326869004,1.528134259058787,0.39390464777881945,0.4252157308310839,0.4251572691794817
231,3.866634292407631,1.5268206792138612,0.38528415714788083,0.42823122734419683,0.42507652499814136
232,3.873046392479438,1.4481849223253282,0.37498889762358983,0.41733422112065427,0.42074158055932326
233,3.8972634648972027,1.5886527218569741,0.3876515331977765,0.4322269552649505,0.4254284529392364
234,3.8827817881423305,1.469554010330945,0.3802636949583101,0.4216021105450961,0.4160073873370999
235,3.8697988593409747,1.428589396309557,0.37191214238656095,0.4118271229527071,0.4082778354217497
236,3.8269530787462016,1.4144309877468517,0.3715993510168285,0.4082166427640521,0.4033957978403674
237,3.8237997603353038,1.3590756985100365,0.3708778117098094,0.39855184025203266,0.3968543560714887
238,3.8026514720981126,1.3366137062979955,0.363657759658263,0.39232080485218074,0.3945588380304313
239,3.7921626835507913,1.3458348326129828,0.3612179739085582,0.39165798098787524,0.3975643141808736
240,3.7747254679874396,1.4517458393616633,0.37105297964975903,0.40838248043471004,0.4054609256575657
241,3.7729402169023887,1.3741791182273302,0.36460503077910467,0.4039848774089709,0.40157852580427994
242,3.737885649075256,1.3005339991802278,0.3534556509041753,0.39309144239026683,0.39838606988729486
243,3.7086447441674366,1.3899010218645553,0.36099639987137366,0.40364926813261803,0.40533414782124844
244,3.7513296864080026,1.433759002800235,0.36493477516687794,0.41231079829126677,0.4075212033106349
245,3.725681234782522,1.3933486675844824,0.3599706262016886,0.411509994211749,0.40123590697391825
246,3.7038455232134297,1.2508362261561752,0.3473132900726733,0.3908731059158471,0.3878305430555257
247,3.7406837937798563,1.2560701923584177,0.3413563032211648,0.3804556125909935,0.3838911877170084
248,3.798885137164665,1.3699811900928078,0.3409186677263706,0.389867262501174,0.3883829254867935
249,3.7755538045881583,1.3326586594442404,0.35024404444544116,0.3895960935761292,0.3864041274326527
250,3.768288825452398,1.2772629306822887,0.3419513886464839,0.3815376746986085,0.38216357911874976
251,3.7752199364712085,1.318315225910419,0.3412752295943921,0.3838704444846226,0.38299274395954225
252,3.8098938893593206,1.3631367288478078,0.3466763868735513,0.3896250564808977,0.3818281853013084
253,3.7902567477907563,1.2189232557568508,0.3276262481525759,0.3714894833332182,0.3713711526004044
254,3.7854511908719144,1.2801039788638409,0.3358965374960871,0.37320268491255787,0.37121307560544353
255,3.8010979423931497,1.2778677927596553,0.3264369329184356,0.37271974520403534,0.36856094627229424
256,3.8098932638824823,1.2095106511304532,0.3290928968660911,0.36172329307077355,0.3629933025672045
257,3.8024701424578806,1.259353508477652,0.33106636206297707,0.36494890632255433,0.3646994025908636
258,3.79989368316756,1.2457758721698626,0.33974305319468784,0.3644244576852882,0.3643647641248927
259,3.7724957670001604,1.258884980038819,0.34415044824183616,0.36768298928901333,0.3642847877479238
260,3.7678322921206675,1.2023737328519382,0.3251321243079963,0.36081098403587025,0.35977027260359606
261,3.7626045423204886,1.2194174853222317,0.3188538903307484,0.36071091133529537,0.35839178473198363
262,3.767347940113014,1.192300434404663,0.31995953136557465,0.35630808756557214,0.35532649189162324
263,3.756341395736634,1.1691449121650541,0.31839969227661635,0.3515039710222298,0.3540277236691509
264,3.765872166187537,1.215535941142,0.32222057811467053,0.3559410088786697,0.35735649271632147
265,3.786226482543934,1.1980032428566214,0.32853551056002817,0.35410337126228986,0.3592277830924393
266,3.7894350690973035,1.280185231709858,0.3334031244514656,0.36554932556218617,0.36604706036906615
267,3.7965701972652877,1.3038080051309155,0.33168892491102986,0.37361550380898034,0.366710863043733
268,3.797733304216845,1.2003706271710686,0.316918228822066,0.36140399310930377,0.35747897144990715
269,3.7978349920786734,1.1816375510252846,0.31327437883122744,0.3533550148880631,0.3522267029470814
270,3.7835038314078164,1.2123439868485872,0.31660532401633906,0.35530528815409,0.3507165798872371
271,3.7899337166412828,1.0905601960239657,0.30788174599593526,0.33742476016127565,0.34460136957653165
272,3.7880879846730133,1.2057590146198096,0.31293194383690787,0.3472412958403749,0.35417641218492035
273,3.8300513508516256,1.3492072377734483,0.3201990902150463,0.3708524535703433,0.3634260594479472
274,3.8616184489011305,1.235513510050165,0.32121402602541305,0.3619875366866269,0.35339570767376466
275,3.8694353799522605,1.1433840588354174,0.29670378709491385,0.3440521864438882,0.34165401669969025
276,3.8542742357583655,1.1339451838249868,0.28647908019321944,0.33587650481853265,0.3383620660941991
277,3.8321260063186973,1.2209550324557956,0.3015685934616681,0.34657259628059695,0.34176121131008697
278,3.8560488653804748,1.1842327240560178,0.29719629111744106,0.3443741605597685,0.33522927494936006
279,3.8614038498834176,1.0039956233559217,0.2813231453324091,0.3161747450977184,0.3227411561156258
280,3.87110671795125,1.1495168784351275,0.2912051244388913,0.32561522523264086,0.33173196335614397
281,3.8363149982117664,1.212552059527545,0.2913119691712407,0.3407274794342311,0.34013540622608013
282,3.8549637678429303,1.1804773498150278,0.3001514930829025,0.34140139989690915,0.33932993509196563
283,3.864152174607218,1.1255732975368187,0.30236716248465745,0.33299272557587,0.33650104283657634
284,3.8420435609189285,1.1861262348273511,0.3060356355743548,0.33962384469572166,0.3413086681301811
285,3.83271306476993,1.1352301082041223,0.308939709556071,0.3352819174945516,0.34360363411122014
286,3.8380874088570605,1.253234815401161,0.31451961605143897,0.3508777877425187,0.3548951264941608
287,3.8392367448241855,1.24241123962169,0.33273905963988776,0.3558027394125242,0.3603511289787328
288,3.8334933211081146,1.3080401654673892,0.34050711032756126,0.3680473430306892,0.3665315077545331
289,3.8315235557467955,1.2246623305998758,0.327864395784797,0.36083889993252327,0.36447514102938844
290,3.826584008182658,1.2484303478278376,0.3314376879070282,0.36161387055795685,0.3694036631045362
291,3.8297352584247077,1.3560816340663246,0.340569534051854,0.3779440607765195,0.3799445284493869
292,3.8592650978845713,1.3550035570116812,0.35019114050414313,0.38303405164761933,0.38265324920584093
293,3.8080319290659457,1.3009035972584435,0.34677830063967036,0.3800033960714144,0.38213297322247813
294,3.8033949237757523,1.3141458124215772,0.3560978562011754,0.3809593817902991,0.3850027739548863
295,3.8070251722032014,1.3175258934585001,0.36351979539758505,0.3816691371342299,0.3904304466151908
296,3.8130450519969434,1.4205583532963435,0.3840999348933429,0.39713551448917833,0.40219575949704506
297,3.805706760370518,1.4428068716889069,0.37809992100335477,0.4075116890708106,0.40900382226077536
298,3.7706723247209464,1.4456664183885501,0.37404071639215136,0.4145349711249198,0.41100759717307733
299,3.777332234395229,1.3835867604911876,0.37159176400447175,0.40777768290780464,0.40632205174846736
300,3.811979238678513,1.4570017756030689,0.3676699868041615,0.41382183551511575,0.4043884786532145
301,3.7814020105801904,1.3373877824726665,0.3605498208060527,0.4002675362761952,0.3917260245472156
