t,y,trend_true,trend_smoothed_llt,trend_smoothed_ll,seasonal_true,seasonal_smoothed_llt,seasonal_smoothed_ll,noise_true
23,99.58122820206682,101.04228974102932,100.94222988478424,100.92551911026085,-1.3837967979281052,-1.2946898096519193,-1.2831989372927213,-0.07726474103440108
24,100.5481596636499,100.9655683205467,100.94753151064356,100.92620851521357,-0.20324474581523816,-0.31366673638171516,-0.2958505592677971,-0.2141639110815536
25,102.22152638696826,100.95470902706792,100.98137057764141,100.9763981311326,1.44288413514446,1.4225245053138427,1.4160949879437912,-0.1760667752441148
26,104.15525941324535,100.87567174808235,101.07593339777435,101.1295447437384,3.0134330723863236,2.697377208321775,2.6829044939794393,0.26615459277667436
27,103.66767046730172,100.74065190789172,101.04331778255953,101.07624940315961,2.7442965272279656,2.6881456216326223,2.66068432644776,0.18272203218203917
28,103.20954663592151,100.69556195010942,101.03194345797584,101.06466473564447,2.3076183800140897,2.2993758938225466,2.272251145190416,0.2063663057979942
29,102.75224710652178,100.70499511343336,101.06111609377149,101.12978244621688,1.8318414915844847,1.4294489486051973,1.410484374583865,0.21541050150394137
30,101.70303231655555,100.72052494217394,101.00315580770132,101.06724459885976,-0.0883164260536276,0.20408098889424495,0.19961506490534592,1.0708238004352306
31,99.23301224603567,100.75002481690746,100.78010926595843,100.7420414609254,-1.3138050626794726,-1.2508867984732257,-1.246252399656993,-0.2032075081923078
32,97.60273147178742,100.73058393726737,100.65569257031524,100.57508379777838,-2.8717311009441695,-2.677458814029127,-2.6572767745575745,-0.25612136453576867
33,97.6062005984067,100.80522553869613,100.65630779424194,100.59786616244276,-2.7921385761654975,-2.8663128981948596,-2.8453664593957413,-0.40688636412393886
34,98.42097895242468,100.82460628790943,100.71812145732574,100.70875055868959,-2.711617046772505,-2.376536146969998,-2.353820919768334,0.3079897112877478
35,99.83616543650129,100.71357044275933,100.75349922324673,100.77985973745585,-1.4418911526185023,-1.2683981384589098,-1.2543208404831243,0.5644861463604458
36,100.3299541153987,100.60386592978658,100.6719822268996,100.66390810499452,-0.21693808556043126,-0.32339227870039944,-0.30812854376702636,-0.056973728827437536
37,101.82667823330347,100.59621190303737,100.59667044897371,100.56350868147959,1.6505445687473688,1.4625072672511181,1.4580102966718416,-0.420078238481264
38,103.02669706367465,100.54249664242133,100.59877459560963,100.58044330111103,2.896441029098943,2.6371601829478317,2.6214268053774146,-0.4122406078456198
39,103.47452971062667,100.49029882375714,100.67054913861203,100.70286797817185,2.6589344929571768,2.7228279497536154,2.69668999233512,0.32529639391235055
40,103.31611943129826,100.48106800821937,100.71530209240919,100.78014430909579,2.4634243374771794,2.3182638671230533,2.2897235352896974,0.37162708560172114
41,102.45595227093105,100.52078992566898,100.66597252023833,100.70912673801155,1.6635852111094744,1.4919578198138788,1.4754787115272934,0.2715771341525975
42,100.07567336533266,100.51482592603699,100.51740985117624,100.47470279279491,-0.10639770705997934,0.0907736169457812,0.08303725392030406,-0.33275485364434715
43,99.44239290867544,100.55362345563294,100.54615838136986,100.53058174514162,-1.2273112084908546,-1.1862908703357318,-1.1792926330208187,0.11608066153335989
44,97.88001612446259,100.54550719687965,100.54742822591655,100.53159754859162,-2.723833976987442,-2.7042128867952058,-2.686376946657046,0.05834290457036411
45,97.57437174134367,100.46225654906912,100.53644442153634,100.5116593193274,-2.9972291060899545,-2.825590919699402,-2.8039868679096407,0.10934429836450647
46,98.3496812061101,100.45656349567287,100.57090528414577,100.57199542528748,-2.5425966785368552,-2.4428918258501784,-2.420481445512281,0.4357143889740949
47,99.02602646309572,100.38807019370073,100.53155689012624,100.51299426478865,-1.4738415049923543,-1.2688118593446152,-1.2527887588271134,0.11179777438734113
48,100.45626004705008,100.39728982183968,100.57102925955007,100.59501686162058,-0.28048655632554786,-0.3266291016383643,-0.31252615655314364,0.33945678153594744
49,102.16814777642851,100.38726983493537,100.53995811916175,100.57239471648329,1.747088406748707,1.5123634539437933,1.5088059303559347,0.03378953474444573
50,103.02823814669983,100.28974101269847,100.47032004176434,100.49741258749023,2.5939374346563655,2.588065853097421,2.5707964711310005,0.14455969934499208
51,103.43387024571318,100.33662708625398,100.41072033338872,100.44650113584778,2.7815990465399296,2.753804934866495,2.728983896926259,0.3156441129192702
52,102.26407992532076,100.33408737318503,100.26143616378879,100.23998885365505,2.6585704620635653,2.3294099902230285,2.3003157779794563,-0.7285779099278332
53,101.71660573127525,100.34311162063806,100.22095614899672,100.1998204315928,1.5333297188158495,1.5192409346555757,1.5038327018081186,-0.15983560817865067
54,100.00154269174539,100.33588152668172,100.18833140397976,100.15185189216274,-0.09915250778993406,0.03765676521888145,0.028894833322502797,-0.23518632714639776
55,99.08774417556029,100.42605099757708,100.23044082128412,100.21180089248156,-1.0188678978951156,-1.1492076622813703,-1.1419591487691503,-0.31943892412167096
56,97.4082448161319,100.36266482651017,100.27038224842647,100.26096896136585,-2.8168488847649265,-2.736278214965628,-2.7207383950388593,-0.13757112561334187
57,98.16283484376359,100.37312869996171,100.35223132807157,100.38961949024679,-2.9577645118153066,-2.7627411809667306,-2.7390953960079867,0.7474706556171979
58,97.36487600131511,100.40166413606575,100.24317241140942,100.20975399679372,-2.6038725769040094,-2.5432464116338647,-2.5230907229402084,-0.4329155578466216
59,99.26216431129038,100.30719515958316,100.24567591667032,100.22367036220919,-1.5291700255885212,-1.2314613940673473,-1.2117083895928733,0.4841391772957404
60,99.27751676079988,100.2396186487443,100.16561896928523,100.08691366371181,-0.1206670021365204,-0.35254247714908654,-0.34021004132812105,-0.8414348858079024
61,101.73819982751931,100.30121425600798,100.26388866324257,100.23270357272067,1.6044280865042106,1.5601402285718313,1.5577144624465817,-0.16744251499288743
62,102.97416882220445,100.30409646899139,100.39073707100157,100.40993954006792,2.5886958206605586,2.5575198583498904,2.54018157426741,0.0813765325525028
63,103.39344779114664,100.33297871377442,100.50895753089496,100.57269386090493,2.76735791169259,2.7474907763322856,2.722074433393186,0.2931111656796391
64,103.33415638362125,100.33398418088937,100.58156093417016,100.67602290932307,2.6445589128354436,2.3780005743078063,2.3496793895681165,0.3556132898964275
65,102.31486774614729,100.37574690943664,100.52943455838651,100.59359940934775,1.5424472191106777,1.52553729717695,1.5095328136874304,0.3966736175999626
66,100.08904640999383,100.38399739629668,100.39077000683086,100.38366774867512,-0.12058845017863432,0.0025196378472633896,-0.00692700313549402,-0.1743625361242188
67,99.07936638550706,100.38372860692016,100.35341007304264,100.34698701457967,-1.0731863250808142,-1.1272526473045905,-1.1209568931483873,-0.23117589633228358
68,98.13703671368664,100.41116136616442,100.36492751215657,100.3986278947973,-2.7031125931063515,-2.733718470711087,-2.7177217117935912,0.4289879406285769
69,97.40767422345249,100.40064722511194,100.20801826462525,100.17558475340907,-2.897320839218637,-2.766828610029491,-2.7437842450328276,-0.09565216244080745
70,97.10123106404882,100.43862562052163,100.06226873153422,99.96707057801515,-2.699551394803857,-2.5815023353863897,-2.5595227876332745,-0.6378431616689609
71,98.31117888830828,100.37642335111364,100.042894011266,99.94302182340405,-1.49860085580363,-1.2510096236943877,-1.2314064870100156,-0.5666436070017403
72,99.92369168143581,100.42854735201396,100.18358098346265,100.16011784327908,-0.045129527577348755,-0.3271062154643082,-0.31441148754077075,-0.45972614300080566
73,102.06709073735863,100.35599090356283,100.30188657326073,100.33025072114133,1.462519461768914,1.593843792514019,1.5905878932632287,0.24858037202688202
74,102.96890938109178,100.3348794435026,100.36313387694345,100.41230986002083,2.562817069553884,2.5269466587548353,2.5094897675889847,0.07121286803528262
75,103.40734380577706,100.29976041461536,100.39813334458118,100.46599927647918,2.762340714127817,2.746444147763952,2.7215254366908286,0.3452426770338841
76,102.78915370480459,100.27100406786704,100.34563886453735,100.38731256741781,2.7317759601058174,2.4119223302338573,2.3846179668444027,-0.21362632316826713
77,101.75611567760679,100.20693316424212,100.28262494730448,100.29825398138013,1.4699126678263015,1.51311987757498,1.4962794047873442,0.07926984553835711
78,100.17176116944384,100.14309575514932,100.23280644346909,100.23233072608328,-0.28412978268914724,-0.0025718805182887855,-0.012605705557748759,0.31279519698366837
79,99.13290428148103,100.14600670372165,100.20245796808999,100.19529153493161,-0.8584291523804914,-1.0846798959628106,-1.0782218296284856,-0.1546732698601192
80,97.45376227520417,100.19886242064537,100.16707288017943,100.14871668507614,-2.973487764219915,-2.780789615424574,-2.7656785953262446,0.22838761877870573
81,97.19471405900488,100.26849250193571,100.10921913864705,100.0595513871393,-2.742815472397515,-2.7628664503663014,-2.7391511426581316,-0.33096297053332563
82,97.36665090044161,100.22438574664659,100.10185688348427,100.04607492072012,-2.6762079229224387,-2.6095632094401804,-2.5871033442628493,-0.1815269232825359
83,98.87110228819789,100.28739881884418,100.13633021060636,100.08819441392107,-1.2254275836471253,-1.2435309458041706,-1.2241580417985518,-0.19086894699916454
84,99.5494289573135,100.37265932753566,100.17802803203345,100.12605877813296,-0.22531054742763776,-0.3201480155150974,-0.307916789710561,-0.5979198227945198
85,102.0718760339839,100.35632219691604,100.32243156065022,100.32574343517283,1.4720675966750651,1.6193582062833094,1.6155822475712787,0.2434862403927909
86,102.91249981221335,100.51236113788097,100.4235199431471,100.44681003644057,2.634839844433748,2.5078850711704503,2.4915926032403988,-0.23470117010136193
87,103.20701062305328,100.55973466075453,100.53090323580687,100.58347544625357,2.641028902934904,2.728113122037928,2.7033127784054387,0.006247059363843715
88,103.61199313750346,100.60055203545915,100.65560300445622,100.76818331533875,2.7710677725913655,2.452504171321452,2.426472951683337,0.24037332945295448
89,102.3179178620726,100.59418985234791,100.61252262218129,100.7015688934635,1.5004624217097315,1.5028833478629011,1.4851954347732559,0.22326558801497204
90,100.57323466707837,100.49167294108071,100.5020113549847,100.55597317632632,-0.2511308284887383,-0.0038142232230275464,-0.014832461541921096,0.3326925544863931
91,99.43584396327597,100.416014249158,100.36651465328586,100.39105032519497,-0.930927543627313,-1.0429918186477616,-1.035906057715266,-0.049242742254711806
92,97.27669249859615,100.37288510868548,100.19361810723066,100.17752972519007,-2.884543454067249,-2.8391642424537156,-2.8254628585021417,-0.21164915602207687
93,97.42023881690871,100.34450399401952,100.04661395314693,100.00939993584292,-2.8844060716576134,-2.7486982585023654,-2.7237036877792726,-0.039859105453199525
94,96.78152538382218,100.34370240519269,99.85887956629571,99.76024795788628,-2.7185098043914935,-2.634378404956714,-2.611576632805555,-0.8436672169790149
95,98.29448563397104,100.33187478419855,99.81864391320194,99.73219304946844,-1.313832914015962,-1.2523202238889137,-1.2345666821881975,-0.7235562362115436
96,99.6003400334762,100.31990249352847,99.86892284513989,99.82647047757231,-0.05821265387508029,-0.28299014230159,-0.2696513694948136,-0.6613498061772012
97,101.31545098608035,100.29735408747638,99.91440453113684,99.89453939296247,1.5167203124047175,1.6204091045082323,1.61442192118164,-0.4986234138007409
98,102.9151062731914,100.22013245863704,100.03292793704715,100.07914116804794,2.4950867011926507,2.4936489487341005,2.4785232694910837,0.1998871133617183
99,102.64763142866086,100.21765015625125,100.0220817545642,100.04848973313632,2.882720800089627,2.7343065462916036,2.7110323107596326,-0.4527395276800304
100,102.3572628804556,100.0701704090096,100.04744861391973,100.08521937031982,2.4761737484656856,2.4573911927486405,2.431462193238199,-0.18908127701969485
101,102.29736950654832,100.01773251240999,100.12195452405747,100.21795171297475,1.6300228452452956,1.4998876519023294,1.4829184041391772,0.6496141488930327
102,99.6899385697904,99.97342856003003,99.97152843396293,99.99146922532667,-0.10535800470892509,0.0018036232292215904,-0.01010938068964734,-0.17813198553071297
103,99.28257276523625,99.90178893183233,99.9154645694097,99.94048204520938,-0.9879739508296085,-1.0107708072449306,-1.0032234970156646,0.3687577842335433
104,96.50038517079439,99.889369700346,99.73357740109694,99.6815449659417,-2.922175689546666,-2.8812931022378483,-2.868021833760381,-0.4668088400049385
105,96.86960056510794,99.92920147860148,99.66886295018274,99.61118108834602,-2.9568821345597147,-2.766399089163881,-2.7417477905655456,-0.10271877893381501
106,96.61860893477419,99.87761066658852,99.61509107012175,99.5407164815531,-2.7839907043590415,-2.6285298629859772,-2.604719189355959,-0.4750110274552906
107,98.36295726562307,99.79378065787364,99.68383716243116,99.66138468557487,-1.26130685430029,-1.2563166507214754,-1.241085114459721,-0.16951653795028124
108,100.16679184112172,99.79189161151218,99.7740810360153,99.81658470455132,-0.045253839119155384,-0.26748466143600913,-0.25415085239714275,0.42015406872869776
109,100.68099106160966,99.82208401511936,99.64449799783941,99.60783740640629,1.7225672580864708,1.6565051137152726,1.6503478652321237,-0.8636602115961743
110,102.24809799666684,99.867509492155,99.72136189672267,99.74667926573544,2.163376682738917,2.4333954282588595,2.417434459293184,0.21721182177292866
111,103.0056513679717,99.8040603378058,99.7671459205391,99.83494538866148,3.0827232289997712,2.7595895798283934,2.7386039758877914,0.11886780116613894
112,102.1294576939571,99.77406402143214,99.65346414693808,99.66299758583624,2.6524686503733514,2.498167006249563,2.474265454983726,-0.2970749778483972
113,100.46575746395774,99.7702079669195,99.54716552283223,99.4957502008127,1.4185784242324675,1.4226920214735033,1.4032744560998343,-0.7230289271942273
114,99.7438806203248,99.74511453158705,99.60871834182878,99.58941842433771,-0.03729866511918474,0.07488305538780976,0.0663713149844979,0.03606475385693476
115,98.53587782478483,99.80246852855274,99.65019983764711,99.63003789134916,-1.0018443492360078,-1.0364703416444738,-1.0314986660918186,-0.2647463545319012
116,96.88014887155494,99.72573613785673,99.71760379424174,99.70839235815436,-2.9619253719791456,-2.879751461283035,-2.864845255175916,0.11633810567735198
117,96.8367857246941,99.75279313897103,99.770924166338,99.76470506209965,-2.926933487038649,-2.811336359210622,-2.78948322404689,0.01092607276172144
118,97.88155988478643,99.76579149093858,99.86513424824658,99.90438466607662,-2.685121051812613,-2.596096383108456,-2.5706770469379907,0.8008894456604577
119,98.27346739330629,99.74089856147573,99.75539136319237,99.71414497403823,-1.3477533544329199,-1.2427680926059235,-1.2286997759955882,-0.11967781373651214
120,98.79895363675061,99.75438163039547,99.72528079746787,99.65155934586832,-0.44367924733393593,-0.3354619356202754,-0.32540261836971374,-0.5117487463109325
121,101.98145516247654,99.75665587066375,99.89191207856065,99.90645798026881,2.135161474334628,1.7756089554827863,1.773001533345738,0.08963781747815808
122,102.05479545161354,99.692119261754,99.95401193793451,99.97949336773276,2.252677847873652,2.359493911876039,2.341611512080178,0.10999834198588258
123,103.3945925590986,99.76952162665765,100.10225523351926,100.2129015866751,2.9454771448207233,2.7479536887022715,2.7290874096266804,0.6795937876202183
124,102.89652051547584,99.81320154520822,100.06923376708114,100.17374974120771,2.665763347310327,2.5397407162159027,2.517748591284326,0.41755562295728926
125,101.35294172070242,99.77259155213355,99.94046738821513,100.01113254108387,1.4019146389941173,1.3890624621035779,1.3681923844242987,0.17843552957475467
126,100.34335925288298,99.7196646081731,99.80390549911804,99.8644034350721,-0.10795680089991909,0.11871137802156649,0.11121928100498521,0.7316514456097809
127,98.1241499113155,99.67443615322796,99.52724798315026,99.49622160001363,-0.9559047147510225,-1.0514156544155937,-1.04800691163861,-0.5943815271614254
128,96.4514148508095,99.64325499427979,99.36769102554676,99.32319314811114,-2.87196437709541,-2.8900869237737736,-2.874578596695141,-0.31987576637487386
129,96.206872486957,99.54830744312713,99.21685436528091,99.14847834230913,-2.8781469854673745,-2.8187818408455834,-2.796680521884678,-0.46328797070276245
130,96.4834860038399,99.42959860783235,99.129682050232,99.06103827641505,-2.751207702414554,-2.629742469670993,-2.6046961590253224,-0.19490490157788398
131,97.24560490234053,99.30313442994355,99.0479883211133,98.95725203022694,-1.369186453824871,-1.208401851223701,-1.195389208760464,-0.6883430737781544
132,99.1883883894361,99.27424218653306,99.16407409498278,99.16435881108326,-0.40342927050415706,-0.35112071854558136,-0.3427923131525824,0.31757547340720216
133,101.17745054521127,99.24686054374921,99.15515034613844,99.15056366673645,2.041701350011444,1.8331950101892902,1.829881984211011,-0.11111134854938669
134,100.93489745583285,99.23943332819607,99.0832597748697,99.01813121795092,2.4308672748881195,2.342875377965191,2.3263712070226674,-0.7354031472513289
135,101.53059150994014,99.25180477495363,99.17493782698406,99.13236487157444,2.7865762755902828,2.6921843791835167,2.674082993198588,-0.5077895406037708
136,102.09136030612648,99.24574882199809,99.37867133148714,99.4127205622771,2.688854560403291,2.581010612242649,2.561993047178387,0.15675692372509764
137,101.04723484627107,99.2443029828623,99.53855956527413,99.62283104553738,1.3838685794615786,1.3829749590437674,1.3625505187357438,0.41906328394719056
138,100.1413276021024,99.18159965478046,99.65659305113897,99.7956931818754,-0.038637498523953206,0.11383344633710546,0.104958605571771,0.9983654458458933
139,99.65762744885144,99.15298404415196,99.65112668071502,99.82361917334761,-0.9522878283041761,-1.0206458749539524,-1.016571842115551,1.4569312330036648
140,96.45130198498575,99.14518530931754,99.30364876127823,99.33932168559802,-2.9010880409697917,-2.9208459828130016,-2.9066484481082,0.2072047166379982
141,95.70894041834161,99.16981519854644,98.93336249015927,98.84380587560196,-2.9661057201889034,-2.8120805150986934,-2.788826743599606,-0.49476906001593207
142,95.19464271282982,99.06390359730217,98.70037460025011,98.5566762601396,-2.8032377441066973,-2.694711749043423,-2.6723887613981976,-1.0660231403656546
143,97.8213667761948,98.98827617954397,98.73743408051803,98.68485408526907,-1.3007651345210949,-1.1096239539978936,-1.0949415903600328,0.1338557311719179
144,98.19898408738518,98.94359592171601,98.71004452441606,98.67364901772899,-0.3381412866756709,-0.41490245366782497,-0.40973637026217424,-0.406470547655163
145,100.50744973773536,98.91582713905593,98.71467292661183,98.70154424451388,1.7993012287692727,1.8702113561255045,1.8662048725595042,-0.20767863008984266
146,101.08951046427367,98.75029026205793,98.7450848977162,98.76575205048988,2.6452686017456415,2.361026639240957,2.3459757148488958,-0.30604839952990404
147,101.57555658973696,98.74421831076255,98.78102456664718,98.84333922310606,2.9017337221826165,2.6494686638465494,2.6312567988323177,-0.07039544320819263
148,101.8124258747763,98.66082852699672,98.76866212944134,98.86012745129507,2.618607232385751,2.6025363126493493,2.585185590874924,0.5329901153938218
149,100.1158914233956,98.60340103976984,98.6093831053537,98.65583854813651,1.4339660999030837,1.3873460362131107,1.3679037374778242,0.07852428372267231
150,98.43485911702047,98.58368752889061,98.41042632064939,98.39605698651597,-0.06951099335080076,0.12607059029027132,0.1189867011543845,-0.07931741851934415
151,97.10159772868101,98.56959593573018,98.24531212021466,98.1845629629032,-0.9501713306362549,-1.0571169859914413,-1.05299740044582,-0.5178268764129058
152,94.56971275445517,98.46391950417184,98.1090324689177,97.9911157143839,-3.0568652773645004,-2.9317101344510212,-2.916725682617835,-0.8373414723521785
153,95.2050970085082,98.42399859811636,98.17507007330555,98.10158757414553,-2.9757476350714844,-2.8019581216152387,-2.779981715565139,-0.24315395453666544
154,95.53719851834825,98.29217187956785,98.29705202478016,98.28222162945804,-2.728082085810444,-2.7012523014873913,-2.6805582877696446,-0.026891275409160247
155,97.81275212111998,98.34687700595929,98.43854656148582,98.5016767145768,-1.4180898416292451,-1.0647377443729906,-1.0517944967328958,0.8839649567899415
156,98.19321071598443,98.28736598457003,98.43388506320754,98.50260978100418,-0.15929252932203966,-0.46584144880338285,-0.4625133611437657,0.06513726073644292
157,100.4841445382666,98.2499592562236,98.35424911839691,98.41133667442725,1.7428155265314764,1.9089810790507968,1.9041022143517274,0.4913697555115288
158,100.69229713945332,98.16808436932313,98.20105477927497,98.21846820610261,2.773860569399767,2.3833762985646136,2.3695852377990025,-0.24964779926957603
159,100.20213282474826,98.1132906982211,98.01194400972386,97.96282367786739,2.68131400973567,2.612353242651142,2.5951596637309984,-0.5924718832085123
160,100.36605357020092,98.13054408168442,97.96340236677551,97.92147405971544,2.7180678696326876,2.598320193494545,2.5829106280466907,-0.48255838111618593
161,99.0782448580118,98.02208543774974,97.98001310691676,97.96342811261584,1.418772452529937,1.3959335871253256,1.378087214506682,-0.3626130322678766
162,98.96306105697192,97.92272931413899,98.09575035806503,98.16392492106722,-0.0239031233846556,0.14812765610120335,0.14348908568928373,1.0642348662175822
163,96.5593118782606,98.00151366162706,97.97201945836406,97.96958789053492,-1.0315084437542572,-1.1159082459411915,-1.114128496815732,-0.41069333961219306
164,95.36453322439857,97.95862015606245,97.94711456136787,97.95359233259154,-3.0133315335320496,-2.9025765534777537,-2.8861917553001377,0.4192446018681725
165,94.51276446456583,97.91381135144498,97.81566006689575,97.75866205099439,-2.9495832978356242,-2.8055837956448313,-2.786956310313279,-0.4514635890435132
166,95.37046653972544,97.7981642119122,97.84979670679148,97.84010843555797,-2.8934841786238747,-2.6916318704752396,-2.671064837882782,0.46578650643712205
167,96.60568515676121,97.73654588505093,97.81324272340972,97.80025694584155,-1.323336211342653,-1.049469496311494,-1.0386319229545584,0.19247548305293158
168,97.57180920587331,97.73177539975615,97.82932771165486,97.85431320111203,-0.08164724505378462,-0.5080563098843374,-0.5046844456847562,-0.0783189488290452
169,99.61093189719092,97.74861547773165,97.76199050800159,97.77457130969994,1.8826976825270016,1.9432207757417985,1.9382318644141328,-0.020381263067717013
170,100.162287979877,97.7495438088087,97.72604574140587,97.75617679617434,2.7401380187829836,2.3883636586160955,2.3745744134011426,-0.3273938477146952
171,100.57495552195361,97.73496670645079,97.67415872377101,97.71879068635744,2.6169527147617777,2.6067380371294804,2.5909542678582156,0.22303610074104027
172,100.14128199853268,97.64046825809191,97.5243582340281,97.52169348417061,2.728305480611155,2.580424818389366,2.5645179175967416,-0.22749174017039
173,98.42995878531204,97.56370502357088,97.36240459791848,97.29143250106107,1.4790566436247894,1.4511106181911948,1.4373995911673205,-0.6128028818836241
174,96.77386675074075,97.59426260643475,97.32816468854294,97.24115447539906,-0.18142706853419407,0.08554022431383068,0.07994680737032644,-0.6389687871598096
175,96.63478559897388,97.54262951577428,97.50697326496874,97.52042374356581,-0.9941378756614694,-1.1067139636301297,-1.1025409826508352,0.08629395886105974
176,95.28382498714754,97.55394106469878,97.6076910401734,97.66907306886986,-3.0596617057564544,-2.9331560732384907,-2.9191648884789725,0.7895456282052175
177,94.67110345505124,97.45953217579542,97.50553201469256,97.49619509920574,-2.868424527530895,-2.745631574441136,-2.7272665478833145,0.07999580678671912
178,94.3574061441079,97.37882414980858,97.43293993750753,97.38222787778186,-2.962098842645742,-2.726980600683134,-2.709470492101772,-0.05931916305494128
179,96.34240849592291,97.32211457702005,97.47640647258791,97.45816670611036,-1.1226191508984,-1.001764605880132,-0.9908539937335805,0.14291306980127144
180,97.45027148226876,97.2657970764569,97.56390307618979,97.6093234604122,-0.46852646504156803,-0.5816430224877254,-0.5799031067982701,0.6530008708534124
181,99.34157724152057,97.20802848016828,97.4955647595531,97.50704162040813,2.023857510670354,1.997737137027965,1.9938917606038102,0.10969125068192817
182,99.88279972548838,97.15069562957278,97.47774657231446,97.50072482180909,2.9375677113324707,2.3976822941529194,2.3842825750214796,-0.20546361541686858
183,100.14275259762368,97.11037959753504,97.45747408942177,97.4957374936179,2.4792286450587033,2.5801481128841197,2.565860872211018,0.5531443550299444
184,99.87405271893708,97.15445044699898,97.40219607736394,97.44187869276658,2.505224052707285,2.555763455408659,2.539357105912005,0.21437821923080674
185,99.56579048650737,97.08544198601571,97.37485672110226,97.45256606326541,1.7124705044936661,1.5131068539599826,1.5016811939383705,0.767877995997996
186,96.92755146835937,97.05723869776443,97.12181966662676,97.09497913000419,-0.22130444801600763,0.07003062239030931,0.06405755816748068,0.09161721861095307
187,95.51079932478673,97.06034134189323,96.95678683863308,96.87679372074348,-0.9373075012462554,-1.1183220496375574,-1.1119972354263918,-0.6122345158602501
188,93.21236630631748,97.03066169750221,96.90085758445923,96.81156663555394,-3.1342157915618998,-3.008406936201514,-2.9967910131718334,-0.6840795996228325
189,95.01101545986943,96.99769373393096,97.0713776855209,97.10911336719647,-2.812142240177156,-2.667428141770539,-2.6480818097004084,0.8254639661156248
190,94.59797220805326,96.84014059199878,97.03976155120023,97.0754571208313,-3.10400124433715,-2.7425064840149393,-2.728674976599882,0.8618328603916485
191,95.69826163447576,96.7943327919761,96.90801488745402,96.8905329976706,-1.0063115508590461,-0.9380738527534216,-0.9263535546760768,-0.08975960664130032
192,95.99075129409914,96.71149477058445,96.86672997989824,96.86574587071402,-0.5291498159173217,-0.7060272815735258,-0.7081149566899837,-0.19159366056799387
193,99.55995400283217,96.76046511995683,96.88203420722826,96.941454461631,2.0687667367542475,2.0846824771928696,2.084255146296779,0.7307221461211011
