date,level,trend_llt,slope_llt,seasonal_llt
2023-04-30,120.824723,120.09788049143252,0.2670051465627131,0.7268425085674834
2023-05-31,121.207122,120.56200493316977,0.2670051465627131,0.6451170668302176
2023-06-30,121.143482,120.75890482959808,0.2670051465627131,0.3845771704019384
2023-07-31,121.141207,120.80836986252493,0.2670051465627131,0.3328371374750569
2023-08-31,120.45407,120.2104269331535,0.2670051465627131,0.24364306684652537
2023-09-30,120.503278,120.79381834762329,0.2670051465627131,-0.2905403476233032
2023-10-31,120.271864,120.63182163833872,0.2670051465627131,-0.3599576383387245
2023-11-30,120.415043,120.97177235817291,0.2670051465627131,-0.5567293581729137
2023-12-31,120.406022,121.41169210853487,0.2670051465627131,-1.0056701085348634
2024-01-31,121.236308,121.89481215367151,0.2670051465627131,-0.6585041536715281
2024-02-29,122.058559,121.90252724980779,0.2670051465627131,0.1560317501922117
2024-03-31,122.438046,122.05569309397212,0.2670051465627131,0.38235290602789973
2024-04-30,124.236266,123.50942349143249,0.2670051465627131,0.7268425085674848
2024-05-31,123.663269,123.01815193316979,0.2670051465627131,0.6451170668302187
2024-06-30,123.196505,122.81192782959808,0.2670051465627131,0.38457717040193884
2024-07-31,123.405142,123.07230486252494,0.2670051465627131,0.3328371374750578
2024-08-31,123.278629,123.03498593315348,0.2670051465627131,0.24364306684652418
2024-09-30,122.956972,123.2475123476233,0.2670051465627132,-0.29054034762330444
2024-10-31,122.858524,123.21848163833872,0.2670051465627132,-0.3599576383387259
2024-11-30,122.651822,123.20855135817291,0.2670051465627132,-0.5567293581729135
2024-12-31,122.355368,123.36103810853486,0.2670051465627132,-1.0056701085348645
2025-01-31,122.489231,123.14773515367153,0.2670051465627132,-0.6585041536715286
2025-02-28,124.043988,123.8879562498078,0.2670051465627132,0.15603175019221144
2025-03-31,125.142726,124.76037309397208,0.2670051465627132,0.38235290602789895
2025-04-30,125.15006,124.42321749143252,0.2670051465627132,0.7268425085674847
2025-05-31,125.140397,124.49527993316978,0.2670051465627132,0.6451170668302183
2025-06-30,125.534128,125.14955082959804,0.2670051465627132,0.38457717040193984
2025-07-31,125.601133,125.26829586252497,0.2670051465627132,0.3328371374750593
2025-08-31,126.037301,125.79365793315347,0.2670051465627132,0.24364306684652454
2025-09-30,125.774362,126.06490234762329,0.2670051465627132,-0.29054034762330483
2025-10-31,124.990495,125.35045263833872,0.2670051465627132,-0.35995763833872546
2025-11-30,124.0517,124.60842935817293,0.2670051465627132,-0.5567293581729136
2025-12-31,123.970622,124.97629210853489,0.2670051465627132,-1.005670108534865
2026-01-31,125.520182,126.1786861536715,0.2670051465627132,-0.6585041536715283
2026-02-28,126.512541,126.35650924980777,0.2670051465627132,0.156031750192211
2026-03-31,126.463996,126.0816430939721,0.2670051465627132,0.3823529060278992
2026-04-30,127.062922,126.33607949143251,0.2670051465627132,0.7268425085674854
